Address,Distance_MRT,Distance_Mall,Within_1km_of_Pri,Town,Flat_Type_Area_Map
548B SEGAR RD,1703,1531,TRUE,BUKIT PANJANG,"{2: 67, 3: 92}"
460 SEGAR RD,1834,1594,TRUE,BUKIT PANJANG,"{2: 68, 3: 93}"
549B SEGAR RD,1728,1602,TRUE,BUKIT PANJANG,"{3: 92, 4: 113}"
634A SENJA RD,1001,1001,FALSE,BUKIT PANJANG,{3: 93}
635A SENJA RD,1001,1001,FALSE,BUKIT PANJANG,"{3: 92, 4: 112}"
549A SEGAR RD,1746,1573,TRUE,BUKIT PANJANG,"{3: 92, 4: 113}"
345 UBI AVE 1,550,2110,TRUE,GEYLANG,{3: 94}
476B UPP SERANGOON VIEW,2027,1683,TRUE,HOUGANG,"{3: 92, 4: 115}"
427 HOUGANG AVE 6,744,342,TRUE,HOUGANG,{5: 145}
528A PASIR RIS ST 51,422,1374,TRUE,PASIR RIS,"{1: 47, 2: 68}"
525B PASIR RIS ST 51,579,1531,TRUE,PASIR RIS,"{3: 93, 4: 113}"
526C PASIR RIS ST 51,657,1609,TRUE,PASIR RIS,{3: 93}
524B PASIR RIS ST 51,484,1436,TRUE,PASIR RIS,"{3: 93, 4: 113}"
259B PUNGGOL FIELD,1861,1227,TRUE,PUNGGOL,"{2: 68, 3: 93}"
334C ANCHORVALE CRES,1219,1241,TRUE,SENGKANG,"{2: 67, 3: 94}"
330B ANCHORVALE ST,1040,1062,TRUE,SENGKANG,"{3: 92, 4: 112}"
331A ANCHORVALE ST,956,978,TRUE,SENGKANG,"{3: 93, 4: 112}"
335A ANCHORVALE CRES,1370,1391,TRUE,SENGKANG,"{3: 92, 4: 112}"
336B ANCHORVALE CRES,1321,1342,TRUE,SENGKANG,"{3: 92, 4: 112}"
335C ANCHORVALE CRES,1479,1501,TRUE,SENGKANG,"{3: 94, 4: 113}"
336D ANCHORVALE CRES,1413,1435,TRUE,SENGKANG,"{3: 93, 4: 112}"
890C TAMPINES AVE 1,772,1757,TRUE,TAMPINES,"{2: 69, 3: 93}"
137 SIMEI ST 1,860,902,TRUE,TAMPINES,"{3: 84, 4: 122}"
890A TAMPINES AVE 1,616,1601,TRUE,TAMPINES,"{2: 69, 3: 93}"
524A TAMPINES CTRL 7,1811,1008,TRUE,TAMPINES,"{3: 93, 4: 113}"
519A TAMPINES CTRL 8,1769,800,TRUE,TAMPINES,"{2: 62, 3: 83}"
509 TAMPINES CTRL 1,1209,503,TRUE,TAMPINES,{4: 121}
103 POTONG PASIR AVE 1,363,467,FALSE,TOA PAYOH,{2: 78}
732 YISHUN AVE 5,619,800,FALSE,YISHUN,"{2: 74, 3: 93}"
429A YISHUN AVE 11,2279,1979,TRUE,YISHUN,"{2: 67, 3: 92}"
317B YISHUN AVE 9,1509,560,TRUE,YISHUN,{3: 92}
505C YISHUN ST 51,1515,2096,TRUE,YISHUN,"{3: 92, 4: 112}"
344 YISHUN AVE 11,1816,993,TRUE,YISHUN,{5: 146}
114 BEDOK NTH ST 2,1016,1303,TRUE,BEDOK,{1: 44}
203 BEDOK NTH ST 1,440,276,TRUE,BEDOK,{2: 68}
747A BEDOK RESERVOIR CRES,618,2047,FALSE,BEDOK,"{2: 67, 3: 87, 4: 106}"
748A BEDOK RESERVOIR CRES,584,1975,FALSE,BEDOK,"{2: 66, 3: 87, 4: 105}"
748C BEDOK RESERVOIR CRES,664,1895,FALSE,BEDOK,"{2: 66, 3: 87, 4: 105}"
747B BEDOK RESERVOIR CRES,661,2036,FALSE,BEDOK,"{3: 86, 4: 105}"
121 BISHAN ST 12,645,587,TRUE,BISHAN,"{2: 64, 3: 88}"
550A SEGAR RD,1554,1429,TRUE,BUKIT PANJANG,"{2: 67, 3: 92}"
454 FAJAR RD,1596,1356,TRUE,BUKIT PANJANG,{2: 68}
636B SENJA RD,1154,1153,TRUE,BUKIT PANJANG,{3: 92}
636 VEERASAMY RD,161,975,FALSE,CENTRAL AREA,{2: 72}
132 CHOA CHU KANG AVE 1,1101,906,TRUE,CHOA CHU KANG,"{3: 104, 4: 124}"
452 HOUGANG AVE 10,925,846,TRUE,HOUGANG,"{3: 104, 4: 121}"
475C UPP SERANGOON CRES,1684,1294,TRUE,HOUGANG,"{2: 67, 3: 92, 4: 110}"
475B UPP SERANGOON CRES,1656,1265,TRUE,HOUGANG,"{2: 67, 3: 92, 4: 110}"
107 JURONG EAST ST 13,911,869,FALSE,JURONG EAST,"{4: 135, 5: 162}"
138D YUAN CHING RD,2121,3208,FALSE,JURONG WEST,"{2: 67, 3: 90, 4: 107}"
39 JLN BAHAGIA,1351,2629,TRUE,KALLANG/WHAMPOA,{2: 125}
527C PASIR RIS ST 51,481,1433,TRUE,PASIR RIS,"{1: 47, 2: 68}"
528C PASIR RIS ST 51,342,1294,TRUE,PASIR RIS,"{3: 93, 4: 113}"
152 PASIR RIS ST 13,1516,490,TRUE,PASIR RIS,{5: 152}
261A PUNGGOL WAY,1932,784,TRUE,PUNGGOL,"{2: 68, 3: 93}"
672D EDGEFIELD PLAINS,1791,1993,TRUE,PUNGGOL,{3: 90}
259A PUNGGOL FIELD,1720,1155,TRUE,PUNGGOL,"{3: 93, 4: 113}"
259C PUNGGOL FIELD,1790,1138,TRUE,PUNGGOL,"{3: 93, 4: 113}"
667A PUNGGOL DR,1856,1914,TRUE,PUNGGOL,"{2: 68, 3: 93, 4: 113}"
260A PUNGGOL WAY,1837,1184,TRUE,PUNGGOL,"{3: 93, 4: 113}"
336A ANCHORVALE CRES,1269,1291,TRUE,SENGKANG,"{2: 67, 3: 92}"
336C ANCHORVALE CRES,1367,1389,TRUE,SENGKANG,"{3: 92, 4: 113}"
330A ANCHORVALE ST,1102,1124,TRUE,SENGKANG,"{3: 92, 4: 112}"
220 TAMPINES ST 24,346,506,TRUE,TAMPINES,"{2: 69, 3: 93}"
890B TAMPINES AVE 1,686,1671,TRUE,TAMPINES,"{2: 69, 3: 93}"
137 POTONG PASIR AVE 3,599,415,FALSE,TOA PAYOH,"{2: 74, 3: 104}"
135 MARSILING RD,1566,1099,TRUE,WOODLANDS,{5: 169}
796A YISHUN RING RD,360,1394,TRUE,YISHUN,"{2: 64, 3: 89}"
342A YISHUN RING RD,1462,639,TRUE,YISHUN,"{3: 94, 4: 115}"
800 YISHUN RING RD,251,1584,TRUE,YISHUN,{3: 88}
504D YISHUN ST 51,1442,2196,TRUE,YISHUN,"{3: 93, 4: 112}"
505B YISHUN ST 51,1606,2188,TRUE,YISHUN,"{2: 68, 3: 93, 4: 112}"
505D YISHUN ST 51,1541,2163,TRUE,YISHUN,"{3: 92, 4: 113}"
650 ANG MO KIO ST 61,741,1161,TRUE,ANG MO KIO,{2: 67}
161 BEDOK STH AVE 3,1273,2594,TRUE,BEDOK,{5: 149}
503 BT BATOK ST 52,758,777,TRUE,BUKIT BATOK,"{2: 64, 3: 86}"
27 LIM LIAK ST,509,553,TRUE,BUKIT MERAH,{2: 75}
29 LIM LIAK ST,471,514,TRUE,BUKIT MERAH,{2: 85}
634B SENJA RD,946,946,TRUE,BUKIT PANJANG,{3: 92}
488A CHOA CHU KANG AVE 5,1487,1451,TRUE,CHOA CHU KANG,{3: 93}
446 CLEMENTI AVE 3,357,357,TRUE,CLEMENTI,{2: 68}
96 ALJUNIED CRES,942,1317,TRUE,GEYLANG,{1: 45}
476A UPP SERANGOON VIEW,2092,1585,TRUE,HOUGANG,"{2: 67, 3: 95}"
477A UPP SERANGOON VIEW,1928,1674,TRUE,HOUGANG,"{3: 93, 4: 112}"
359 HOUGANG AVE 5,608,645,TRUE,HOUGANG,"{3: 104, 4: 125}"
443 HOUGANG AVE 8,537,939,TRUE,HOUGANG,"{3: 103, 4: 125}"
475D UPP SERANGOON CRES,1619,1228,TRUE,HOUGANG,"{2: 67, 3: 92, 4: 112}"
138C YUAN CHING RD,2162,4552,FALSE,JURONG WEST,"{2: 67, 3: 90, 4: 107}"
138B YUAN CHING RD,2094,4484,FALSE,JURONG WEST,"{2: 67, 3: 90, 4: 106}"
524C PASIR RIS ST 51,499,1451,TRUE,PASIR RIS,"{3: 93, 4: 113}"
183 PASIR RIS ST 11,1821,401,TRUE,PASIR RIS,{4: 127}
673C EDGEFIELD PLAINS,1789,1991,TRUE,PUNGGOL,{3: 90}
261B PUNGGOL WAY,1966,819,TRUE,PUNGGOL,"{3: 93, 4: 113}"
666B PUNGGOL DR,2172,2067,TRUE,PUNGGOL,"{3: 93, 4: 113}"
23B QUEEN'S CL,1031,1171,FALSE,QUEENSTOWN,{3: 89}
416B FERNVALE LINK,2503,901,TRUE,SENGKANG,"{3: 93, 4: 112}"
414A FERNVALE LINK,2389,787,TRUE,SENGKANG,"{2: 68, 3: 93}"
494E TAMPINES ST 43,1192,1771,TRUE,TAMPINES,{2: 67}
863B TAMPINES ST 83,1497,1247,TRUE,TAMPINES,{3: 104}
251 KIM KEAT LINK,1321,2069,TRUE,TOA PAYOH,"{3: 104, 4: 124}"
46 LOR 5 TOA PAYOH,1108,2247,TRUE,TOA PAYOH,{4: 125}
126 POTONG PASIR AVE 1,735,580,FALSE,TOA PAYOH,{5: 156}
128 POTONG PASIR AVE 1,694,514,FALSE,TOA PAYOH,{5: 164}
180A MARSILING RD,1526,1048,TRUE,WOODLANDS,{2: 66}
505A YISHUN ST 51,1591,2219,TRUE,YISHUN,"{2: 68, 3: 92, 4: 112}"
423 ANG MO KIO AVE 3,401,549,TRUE,ANG MO KIO,"{3: 108, 4: 133}"
748B BEDOK RESERVOIR CRES,615,1944,FALSE,BEDOK,"{2: 67, 3: 87, 4: 105}"
747C BEDOK RESERVOIR CRES,735,1963,FALSE,BEDOK,"{3: 87, 4: 107}"
46 TELOK BLANGAH DR,205,1678,FALSE,BUKIT MERAH,{2: 65}
144 PETIR RD,1185,747,TRUE,BUKIT PANJANG,{5: 146}
311B CLEMENTI AVE 4,696,761,TRUE,CLEMENTI,"{2: 60, 3: 81, 4: 105}"
311C CLEMENTI AVE 4,733,798,TRUE,CLEMENTI,"{2: 60, 3: 81, 4: 105}"
311A CLEMENTI AVE 4,585,649,TRUE,CLEMENTI,"{2: 60, 3: 81, 4: 105}"
475A UPP SERANGOON CRES,1649,1259,TRUE,HOUGANG,"{2: 67, 3: 92, 4: 112}"
477B UPP SERANGOON VIEW,1855,1745,TRUE,HOUGANG,"{3: 94, 4: 113}"
544 JURONG WEST ST 42,1314,2197,TRUE,JURONG WEST,{2: 74}
761 JURONG WEST ST 74,1768,1592,TRUE,JURONG WEST,{5: 149}
47 JLN BAHAGIA,1318,2572,TRUE,KALLANG/WHAMPOA,{2: 118}
527D PASIR RIS ST 51,470,1422,TRUE,PASIR RIS,"{1: 47, 2: 68}"
580 PASIR RIS ST 53,445,1212,TRUE,PASIR RIS,{5: 148}
672C EDGEFIELD PLAINS,1802,2004,TRUE,PUNGGOL,"{1: 44, 2: 65}"
673B EDGEFIELD PLAINS,1691,1893,TRUE,PUNGGOL,"{2: 65, 3: 90}"
672A EDGEFIELD PLAINS,1591,1793,TRUE,PUNGGOL,"{1: 44, 2: 65}"
666A PUNGGOL DR,2136,2031,TRUE,PUNGGOL,"{2: 68, 3: 93, 4: 113}"
258B PUNGGOL FIELD,1661,1008,TRUE,PUNGGOL,"{2: 68, 3: 93}"
260C PUNGGOL WAY,1857,1204,TRUE,PUNGGOL,{3: 93}
260B PUNGGOL WAY,1814,1161,TRUE,PUNGGOL,"{3: 93, 4: 113}"
414B FERNVALE LINK,2386,783,TRUE,SENGKANG,"{2: 68, 3: 93}"
416C FERNVALE LINK,2580,978,TRUE,SENGKANG,"{3: 93, 4: 112}"
225B COMPASSVALE WALK,808,875,TRUE,SENGKANG,{4: 119}
415B FERNVALE LINK,2524,921,TRUE,SENGKANG,"{3: 93, 4: 113}"
857B TAMPINES ST 83,1208,1008,TRUE,TAMPINES,"{3: 104, 4: 122}"
111 LOR 1 TOA PAYOH,293,2533,TRUE,TOA PAYOH,"{2: 66, 4: 132}"
664A YISHUN AVE 4,1234,1679,TRUE,YISHUN,{5: 164}
355A YISHUN RING RD,1513,1317,TRUE,YISHUN,{5: 147}
258 ANG MO KIO AVE 4,215,1631,TRUE,ANG MO KIO,{2: 73}
109 BEDOK RESERVOIR RD,798,3237,TRUE,BEDOK,"{2: 67, 3: 96}"
162 BEDOK STH RD,1174,2646,TRUE,BEDOK,{5: 151}
636A SENJA RD,1036,1035,TRUE,BUKIT PANJANG,"{1: 46, 2: 67}"
548A SEGAR RD,1643,1471,TRUE,BUKIT PANJANG,"{2: 67, 3: 92}"
209 PETIR RD,1648,1741,TRUE,BUKIT PANJANG,{3: 105}
636C SENJA RD,1104,1103,TRUE,BUKIT PANJANG,{3: 92}
147 GANGSA RD,798,509,TRUE,BUKIT PANJANG,{5: 144}
487B CHOA CHU KANG AVE 5,1574,1539,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
413 HOUGANG AVE 10,1000,370,TRUE,HOUGANG,{3: 92}
476C UPP SERANGOON VIEW,1985,1692,TRUE,HOUGANG,"{3: 93, 4: 114}"
477C UPP SERANGOON VIEW,1777,1667,TRUE,HOUGANG,"{3: 92, 4: 115}"
643 PASIR RIS DR 10,1658,2489,TRUE,PASIR RIS,{5: 148}
672B EDGEFIELD PLAINS,1594,1796,TRUE,PUNGGOL,"{1: 44, 2: 65}"
667B PUNGGOL DR,1968,2026,TRUE,PUNGGOL,"{2: 68, 3: 93, 4: 113}"
673A EDGEFIELD PLAINS,1611,1813,TRUE,PUNGGOL,"{2: 65, 3: 90}"
665A PUNGGOL DR,1897,1814,TRUE,PUNGGOL,"{3: 93, 4: 113}"
258A PUNGGOL FIELD,1705,1080,TRUE,PUNGGOL,"{3: 93, 4: 113}"
92 DAWSON RD,803,1100,FALSE,QUEENSTOWN,"{2: 65, 3: 91, 4: 108}"
89 DAWSON RD,906,1206,FALSE,QUEENSTOWN,"{2: 65, 3: 91, 4: 99}"
415A FERNVALE LINK,2495,892,TRUE,SENGKANG,"{3: 93, 4: 113}"
416A FERNVALE LINK,2503,900,TRUE,SENGKANG,"{3: 93, 4: 113}"
415C FERNVALE LINK,2523,921,TRUE,SENGKANG,"{3: 93, 4: 113}"
472C FERNVALE ST,1954,1088,TRUE,SENGKANG,"{3: 93, 4: 113}"
469B SENGKANG WEST WAY,2304,697,TRUE,SENGKANG,"{3: 93, 4: 113}"
494D TAMPINES ST 43,1177,1763,TRUE,TAMPINES,{2: 68}
485A TAMPINES AVE 9,564,1772,TRUE,TAMPINES,{4: 124}
811 YISHUN RING RD,147,1679,TRUE,YISHUN,{2: 67}
504C YISHUN ST 51,1450,2241,TRUE,YISHUN,"{3: 93, 4: 112}"
504B YISHUN ST 51,1503,2294,TRUE,YISHUN,"{2: 68, 3: 93, 4: 112}"
807B CHAI CHEE RD,1157,1006,TRUE,BEDOK,"{1: 47, 2: 68, 3: 93}"
642 BEDOK RESERVOIR RD,835,2791,TRUE,BEDOK,{5: 145}
635 BEDOK RESERVOIR RD,1026,2676,TRUE,BEDOK,{5: 144}
352 BT BATOK ST 34,543,1640,TRUE,BUKIT BATOK,{5: 154}
489C CHOA CHU KANG AVE 5,1471,1436,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
489A CHOA CHU KANG AVE 5,1569,1533,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
487C CHOA CHU KANG AVE 5,1460,1425,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
199 BOON LAY DR,955,1328,TRUE,JURONG WEST,{4: 118}
478 PASIR RIS DR 4,1375,499,TRUE,PASIR RIS,{3: 108}
665C PUNGGOL DR,2041,1935,TRUE,PUNGGOL,"{2: 68, 3: 93, 4: 113}"
308B PUNGGOL WALK,2598,767,TRUE,PUNGGOL,"{2: 67, 3: 92, 4: 112}"
308C PUNGGOL WALK,2633,802,TRUE,PUNGGOL,"{2: 67, 3: 92, 4: 112}"
671A EDGEFIELD PLAINS,1492,1694,TRUE,PUNGGOL,{3: 90}
258C PUNGGOL FIELD,1681,1028,TRUE,PUNGGOL,"{3: 93, 4: 113}"
468B FERNVALE LINK,2386,901,TRUE,SENGKANG,"{3: 93, 4: 113}"
244 SERANGOON AVE 2,627,518,TRUE,SERANGOON,{3: 89}
324 WOODLANDS ST 32,761,949,TRUE,WOODLANDS,{3: 86}
666A YISHUN AVE 4,1029,1608,TRUE,YISHUN,"{3: 91, 4: 121}"
490B CHOA CHU KANG AVE 5,1546,1511,TRUE,CHOA CHU KANG,"{2: 68, 3: 93}"
489D CHOA CHU KANG AVE 5,1534,1499,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
490D CHOA CHU KANG AVE 5,1540,1505,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
131 GEYLANG EAST AVE 1,628,968,TRUE,GEYLANG,{5: 147}
161 PASIR RIS ST 13,1526,479,TRUE,PASIR RIS,{5: 150}
308A PUNGGOL WALK,2381,550,TRUE,PUNGGOL,"{2: 67, 3: 92, 4: 112}"
86 DAWSON RD,776,1076,FALSE,QUEENSTOWN,"{3: 84, 4: 105}"
90 DAWSON RD,957,1258,FALSE,QUEENSTOWN,"{2: 65, 3: 92, 4: 99}"
471C FERNVALE ST,1844,1114,TRUE,SENGKANG,"{2: 68, 3: 93}"
472A FERNVALE ST,2108,1220,TRUE,SENGKANG,"{3: 93, 4: 113}"
239 TAMPINES ST 21,1077,416,TRUE,TAMPINES,"{2: 67, 3: 95}"
807A CHAI CHEE RD,1184,1033,TRUE,BEDOK,"{2: 68, 3: 93}"
488B CHOA CHU KANG AVE 5,1432,1397,TRUE,CHOA CHU KANG,{3: 93}
488C CHOA CHU KANG AVE 5,1394,1359,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
21 HAIG RD,796,292,TRUE,GEYLANG,{2: 70}
671B EDGEFIELD PLAINS,1512,1714,TRUE,PUNGGOL,{3: 90}
469C SENGKANG WEST WAY,2376,786,TRUE,SENGKANG,"{3: 93, 4: 113}"
837 YISHUN ST 81,224,1670,TRUE,YISHUN,{5: 145}
136 BEDOK NTH AVE 3,1079,992,TRUE,BEDOK,{2: 67}
531 BEDOK NTH ST 3,1196,1262,TRUE,BEDOK,"{2: 70, 3: 92}"
26 NEW UPP CHANGI RD,794,732,TRUE,BEDOK,{2: 66}
217 BISHAN ST 23,942,940,TRUE,BISHAN,"{3: 106, 4: 136}"
10 JLN RUMAH TINGGI,1325,661,FALSE,BUKIT MERAH,{2: 73}
37 LIM LIAK ST,509,552,TRUE,BUKIT MERAH,{2: 85}
46 SENG POH RD,701,786,TRUE,BUKIT MERAH,{2: 88}
45 LENGKOK BAHRU,647,1244,FALSE,BUKIT MERAH,{4: 140}
443A FAJAR RD,1267,1026,TRUE,BUKIT PANJANG,"{2: 68, 3: 93}"
443B FAJAR RD,1326,1086,TRUE,BUKIT PANJANG,"{3: 93, 4: 113}"
442D FAJAR RD,1437,1184,TRUE,BUKIT PANJANG,"{3: 93, 4: 113}"
490C CHOA CHU KANG AVE 5,1470,1435,TRUE,CHOA CHU KANG,"{2: 68, 3: 93}"
278 CHOA CHU KANG AVE 3,770,735,TRUE,CHOA CHU KANG,{3: 104}
490A CHOA CHU KANG AVE 5,1599,1564,TRUE,CHOA CHU KANG,"{2: 68, 3: 93}"
487A CHOA CHU KANG AVE 5,1500,1464,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
489B CHOA CHU KANG AVE 5,1503,1468,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
144 TECK WHYE LANE,1214,1208,TRUE,CHOA CHU KANG,"{3: 103, 4: 132}"
563 CHOA CHU KANG ST 52,387,295,TRUE,CHOA CHU KANG,"{3: 108, 4: 127}"
376A HOUGANG ST 32,1183,1522,TRUE,HOUGANG,{3: 92}
376B HOUGANG ST 32,1187,1526,TRUE,HOUGANG,{3: 92}
259 JURONG EAST ST 24,1117,1628,TRUE,JURONG EAST,{2: 73}
415 PANDAN GDNS,2492,2471,FALSE,JURONG EAST,{2: 74}
479 JURONG WEST ST 41,1069,2710,TRUE,JURONG WEST,{3: 93}
530C PASIR RIS DR 1,737,1645,TRUE,PASIR RIS,"{2: 65, 3: 86, 4: 105}"
670A EDGEFIELD PLAINS,1776,1971,TRUE,PUNGGOL,"{2: 68, 3: 93}"
663A PUNGGOL DR,2384,2318,TRUE,PUNGGOL,"{2: 65, 3: 90, 4: 110}"
310A PUNGGOL WALK,2319,599,TRUE,PUNGGOL,"{2: 67, 3: 92, 4: 112}"
670C EDGEFIELD PLAINS,1801,1947,TRUE,PUNGGOL,"{2: 68, 3: 93}"
665B PUNGGOL DR,1954,1848,TRUE,PUNGGOL,"{3: 93, 4: 113}"
91 DAWSON RD,1007,1284,FALSE,QUEENSTOWN,"{2: 65, 3: 91, 4: 99}"
470A FERNVALE LINK,2102,1043,TRUE,SENGKANG,"{2: 68, 3: 93}"
469A SENGKANG WEST WAY,2301,711,TRUE,SENGKANG,"{3: 93, 4: 113}"
412 SERANGOON CTRL,394,479,TRUE,SERANGOON,"{3: 108, 4: 121}"
858B TAMPINES AVE 5,1219,785,TRUE,TAMPINES,{3: 108}
886A TAMPINES ST 83,1250,1665,TRUE,TAMPINES,"{3: 104, 4: 122}"
128 SIMEI ST 1,694,735,TRUE,TAMPINES,{5: 147}
761 YISHUN ST 72,627,749,TRUE,YISHUN,{2: 64}
281 YISHUN ST 22,1297,1096,TRUE,YISHUN,{5: 152}
807C CHAI CHEE RD,1118,967,TRUE,BEDOK,"{2: 68, 3: 93, 4: 113}"
808A CHAI CHEE RD,1108,956,TRUE,BEDOK,"{2: 68, 3: 93}"
652 JLN TENAGA,471,3071,TRUE,BEDOK,{4: 126}
344 BT BATOK ST 34,613,1780,TRUE,BUKIT BATOK,{5: 152}
44 LENGKOK BAHRU,758,1145,FALSE,BUKIT MERAH,{4: 140}
212 PETIR RD,1621,1680,TRUE,BUKIT PANJANG,{3: 104}
443C FAJAR RD,1367,1127,TRUE,BUKIT PANJANG,"{3: 93, 4: 113}"
443D FAJAR RD,1433,1165,TRUE,BUKIT PANJANG,"{3: 93, 4: 113}"
807A CHOA CHU KANG AVE 1,1478,1443,TRUE,CHOA CHU KANG,"{1: 47, 2: 67}"
488D CHOA CHU KANG AVE 5,1450,1415,TRUE,CHOA CHU KANG,"{3: 93, 4: 113}"
722 CLEMENTI WEST ST 2,1845,462,FALSE,CLEMENTI,{2: 84}
440C CLEMENTI AVE 3,280,345,TRUE,CLEMENTI,"{3: 94, 4: 112}"
18D CIRCUIT RD,374,1630,FALSE,GEYLANG,"{2: 67, 3: 93}"
350 UBI AVE 1,829,2127,TRUE,GEYLANG,"{2: 64, 3: 83}"
104 ALJUNIED CRES,638,1547,TRUE,GEYLANG,{3: 92}
17B CIRCUIT RD,412,1668,FALSE,GEYLANG,{3: 93}
17A CIRCUIT RD,596,1851,FALSE,GEYLANG,{3: 93}
647 HOUGANG AVE 8,1728,743,TRUE,HOUGANG,{5: 146}
64 JLN MA'MOR,1407,2499,TRUE,KALLANG/WHAMPOA,{2: 126}
58 GEYLANG BAHRU,602,1393,TRUE,KALLANG/WHAMPOA,"{3: 101, 4: 121}"
19 ST. GEORGE'S RD,663,1678,TRUE,KALLANG/WHAMPOA,{3: 91}
536 PASIR RIS DR 1,365,1273,TRUE,PASIR RIS,{5: 147}
664A PUNGGOL DR,2483,2389,TRUE,PUNGGOL,"{2: 65, 3: 90, 4: 110}"
310C PUNGGOL WALK,2514,901,TRUE,PUNGGOL,"{2: 67, 3: 92, 4: 112}"
668B EDGEFIELD PLAINS,1702,1896,TRUE,PUNGGOL,"{3: 93, 4: 113}"
670B EDGEFIELD PLAINS,1750,1944,TRUE,PUNGGOL,"{3: 93, 4: 113}"
663C PUNGGOL DR,2615,2616,TRUE,PUNGGOL,"{3: 90, 4: 110}"
664B PUNGGOL DR,2403,2568,TRUE,PUNGGOL,"{3: 90, 4: 110}"
679B PUNGGOL DR,1243,1166,TRUE,PUNGGOL,"{3: 93, 4: 113}"
679C PUNGGOL DR,1254,1177,TRUE,PUNGGOL,"{3: 93, 4: 113}"
679A PUNGGOL DR,1152,1075,TRUE,PUNGGOL,"{3: 93, 4: 113}"
310B PUNGGOL WALK,2308,699,TRUE,PUNGGOL,"{2: 67, 3: 92, 4: 112}"
669B EDGEFIELD PLAINS,1767,1962,TRUE,PUNGGOL,"{2: 68, 3: 93, 4: 113}"
669A EDGEFIELD PLAINS,1802,1996,TRUE,PUNGGOL,{4: 112}
663B PUNGGOL DR,2353,2518,TRUE,PUNGGOL,"{3: 90, 4: 110}"
93 DAWSON RD,893,1194,FALSE,QUEENSTOWN,"{2: 65, 3: 88, 4: 109}"
467A FERNVALE LINK,2348,1009,TRUE,SENGKANG,"{1: 47, 2: 68, 3: 93}"
471A FERNVALE ST,1961,997,TRUE,SENGKANG,"{3: 93, 4: 113}"
472B FERNVALE ST,2027,1134,TRUE,SENGKANG,"{2: 68, 3: 93}"
471B FERNVALE ST,2003,1011,TRUE,SENGKANG,"{3: 93, 4: 113}"
293D COMPASSVALE CRES,753,803,TRUE,SENGKANG,"{3: 93, 4: 113}"
468C FERNVALE LINK,2410,821,TRUE,SENGKANG,"{3: 93, 4: 113}"
422 TAMPINES ST 41,939,745,TRUE,TAMPINES,"{2: 65, 3: 104}"
871C TAMPINES ST 86,1936,1690,TRUE,TAMPINES,"{3: 94, 4: 114}"
808C CHAI CHEE RD,1044,893,TRUE,BEDOK,"{2: 68, 3: 91}"
405 BT BATOK WEST AVE 7,1382,2082,TRUE,BUKIT BATOK,{5: 147}
96A HENDERSON RD,720,868,TRUE,BUKIT MERAH,"{2: 68, 3: 90, 4: 113}"
35 TELOK BLANGAH RISE,1636,1544,TRUE,BUKIT MERAH,{2: 64}
442B FAJAR RD,1481,1212,TRUE,BUKIT PANJANG,"{2: 68, 3: 93}"
117 PENDING RD,964,634,TRUE,BUKIT PANJANG,"{2: 64, 3: 84}"
442C FAJAR RD,1496,1255,TRUE,BUKIT PANJANG,"{3: 93, 4: 113}"
18A CIRCUIT RD,483,1738,FALSE,GEYLANG,"{2: 67, 3: 93}"
316 HOUGANG AVE 7,1131,1201,TRUE,HOUGANG,{2: 64}
656 HOUGANG AVE 8,1585,566,TRUE,HOUGANG,{5: 148}
57 TEBAN GDNS RD,2787,2766,FALSE,JURONG EAST,"{2: 67, 3: 92}"
935 JURONG WEST ST 91,1425,2578,FALSE,JURONG WEST,{5: 146}
120 PASIR RIS ST 11,1138,1138,TRUE,PASIR RIS,{5: 146}
256C SUMANG WALK,1870,1217,TRUE,PUNGGOL,"{1: 47, 2: 68, 3: 93}"
256D SUMANG WALK,1818,1165,TRUE,PUNGGOL,"{2: 68, 3: 93}"
678A PUNGGOL DR,1233,1156,TRUE,PUNGGOL,{3: 93}
87 DAWSON RD,820,1312,FALSE,QUEENSTOWN,"{2: 65, 3: 85}"
868B TAMPINES AVE 8,1739,1516,TRUE,TAMPINES,{3: 92}
383 TAMPINES ST 32,685,836,TRUE,TAMPINES,{4: 126}
246 KIM KEAT LINK,1201,2295,TRUE,TOA PAYOH,"{3: 104, 4: 122}"
240 LOR 1 TOA PAYOH,571,1869,TRUE,TOA PAYOH,{5: 146}
101B LOR 2 TOA PAYOH,302,2383,TRUE,TOA PAYOH,{5: 145}
176 WOODLANDS ST 13,626,1047,TRUE,WOODLANDS,{5: 183}
361 YISHUN RING RD,1736,913,TRUE,YISHUN,{5: 146}
258 YISHUN ST 22,1192,440,TRUE,YISHUN,{5: 154}
158 BEDOK STH AVE 3,1120,2440,TRUE,BEDOK,{2: 64}
105 LENGKONG TIGA,740,2538,FALSE,BEDOK,{5: 149}
222 BT BATOK EAST AVE 3,736,791,TRUE,BUKIT BATOK,{5: 148}
