Address,Lat,Long,Nearest_MRT,Distance_MRT,Nearest_Mall,Distance_Mall,Nearest_Pri_Sch,Within_1km_of_Pri
309B ANCHORVALE RD,1.391416945,103.8858724,Sengkang MRT,1354,Compass One,1331,Springdale Primary School,TRUE
117C RIVERVALE DR,1.383352625,103.9032214,Buangkok MRT,1687,Rivervale Mall,1305,Punggol Primary School,FALSE
292B COMPASSVALE ST,1.395398588,103.898745,Sengkang MRT,771,Compass One,822,Compassvale Primary School,TRUE
224C COMPASSVALE WALK,1.388592573,103.8981282,Sengkang MRT,631,Compass One,698,Compassvale Primary School,TRUE
252 COMPASSVALE ST,1.393681906,103.90077,Sengkang MRT,870,Rivervale Mall,581,Compassvale Primary School,TRUE
200A SENGKANG EAST RD,1.387007032,103.8919648,Buangkok MRT,588,Compass One,869,Nan Chiau Primary School,TRUE
302A ANCHORVALE LINK,1.387563418,103.891211,Buangkok MRT,747,Compass One,876,Nan Chiau Primary School,TRUE
200B SENGKANG EAST RD,1.387065378,103.8927356,Buangkok MRT,530,Compass One,782,Nan Chiau Primary School,TRUE
316A ANCHORVALE LINK,1.392590704,103.889372,Sengkang MRT,979,Compass One,956,Nan Chiau Primary School,TRUE
405B FERNVALE LANE,1.389002004,103.8736702,Buangkok MRT,2984,The Seletar Mall,565,Fernvale Primary School,TRUE
241 COMPASSVALE WALK,1.389999297,103.8976987,Sengkang MRT,506,Compass One,573,Compassvale Primary School,TRUE
260B SENGKANG EAST WAY,1.393641335,103.8952753,Sengkang MRT,340,Compass One,391,Compassvale Primary School,TRUE
212A COMPASSVALE DR,1.386398218,103.89996,Sengkang MRT,1057,Rivervale Mall,1261,Compassvale Primary School,TRUE
316B ANCHORVALE LINK,1.392849379,103.8888208,Sengkang MRT,1036,Compass One,1014,Springdale Primary School,TRUE
189A RIVERVALE DR,1.395561208,103.9040217,Sengkang MRT,1420,Rivervale Mall,563,Rivervale Primary School,TRUE
135 RIVERVALE ST,1.388141051,103.905022,Sengkang MRT,1402,Rivervale Mall,561,Rivervale Primary School,TRUE
189B RIVERVALE DR,1.395795687,103.9036303,Sengkang MRT,1357,Rivervale Mall,613,Rivervale Primary School,TRUE
314D ANCHORVALE LINK,1.391426582,103.8892534,Sengkang MRT,942,Compass One,919,Nan Chiau Primary School,TRUE
315B ANCHORVALE RD,1.392178232,103.8883232,Sengkang MRT,1082,Compass One,1060,Nan Chiau Primary School,TRUE
225C COMPASSVALE WALK,1.388353528,103.8988383,Sengkang MRT,708,Compass One,775,Compassvale Primary School,TRUE
202A COMPASSVALE DR,1.388359852,103.8931432,Sengkang MRT,583,Compass One,650,Nan Chiau Primary School,TRUE
316C ANCHORVALE LINK,1.393161626,103.888371,Sengkang MRT,1081,Compass One,1059,Springdale Primary School,TRUE
250D COMPASSVALE ST,1.393250113,103.8998227,Sengkang MRT,715,Rivervale Mall,707,Compassvale Primary School,TRUE
120B RIVERVALE DR,1.385798182,103.9043943,Sengkang MRT,1558,Rivervale Mall,1002,Rivervale Primary School,TRUE
320C ANCHORVALE DR,1.391254015,103.8913033,Sengkang MRT,617,Compass One,595,Nan Chiau Primary School,TRUE
108 SERANGOON NTH AVE 1,1.369901403,103.8712068,Kovan MRT,2548,Hougang 1,1569,Rosyth School,TRUE
113 SERANGOON NTH AVE 1,1.368776829,103.8704749,Kovan MRT,2389,Hougang 1,1756,Rosyth School,TRUE
105 SERANGOON NTH AVE 1,1.370247459,103.870226,Kovan MRT,2585,Hougang 1,1603,Rosyth School,TRUE
153 SERANGOON NTH AVE 1,1.369950997,103.8723123,Kovan MRT,2513,Hougang 1,1419,Rosyth School,TRUE
215 SERANGOON AVE 4,1.357865328,103.8734248,Serangoon MRT,989,NEX,920,Yangzheng Primary School,FALSE
253 SERANGOON CTRL DR,1.354039398,103.8708515,Serangoon MRT,605,NEX,537,Yangzheng Primary School,TRUE
323 SERANGOON AVE 3,1.351168574,103.8694085,Serangoon MRT,504,NEX,426,Yangzheng Primary School,TRUE
203 SERANGOON CTRL,1.352078409,103.8732889,Serangoon MRT,448,NEX,379,Yangzheng Primary School,TRUE
103 SERANGOON NTH AVE 1,1.37067353,103.8702639,Kovan MRT,2652,Hougang 1,1576,Rosyth School,TRUE
126 SERANGOON NTH AVE 1,1.366058217,103.8718749,Kovan MRT,1985,Hougang 1,1748,Rosyth School,TRUE
528 SERANGOON NTH AVE 4,1.371418524,103.8721798,Kovan MRT,2530,Hougang 1,1259,Rosyth School,TRUE
226 SERANGOON AVE 4,1.3568225,103.870857,Serangoon MRT,982,NEX,914,Yangzheng Primary School,TRUE
554 SERANGOON NTH AVE 3,1.371967208,103.8703901,Kovan MRT,2764,Hougang 1,1427,Rosyth School,TRUE
224 SERANGOON AVE 4,1.35720575,103.8708313,Serangoon MRT,1022,NEX,953,Yangzheng Primary School,TRUE
308 SERANGOON AVE 2,1.35417533,103.8659671,Lorong Chuan MRT,492,NEX,988,Yangzheng Primary School,TRUE
335 SERANGOON AVE 3,1.349442214,103.8710678,Serangoon MRT,449,NEX,345,Yangzheng Primary School,TRUE
328 SERANGOON AVE 3,1.350286159,103.8683526,Lorong Chuan MRT,639,NEX,634,Yangzheng Primary School,TRUE
232 SERANGOON AVE 3,1.354747066,103.868732,Lorong Chuan MRT,774,NEX,817,Yangzheng Primary School,TRUE
233 SERANGOON AVE 3,1.355133814,103.8691373,Lorong Chuan MRT,856,NEX,823,Yangzheng Primary School,TRUE
505 SERANGOON NTH AVE 4,1.373244635,103.8763016,Kovan MRT,2385,Hougang 1,599,Rosyth School,TRUE
512 SERANGOON NTH AVE 4,1.371512358,103.8752466,Kovan MRT,2276,Hougang 1,884,Rosyth School,TRUE
552 SERANGOON NTH AVE 3,1.372324635,103.8712852,Kovan MRT,2744,Hougang 1,1372,Rosyth School,TRUE
123 SERANGOON NTH AVE 1,1.366958513,103.8725936,Kovan MRT,2141,Hougang 1,1596,Rosyth School,TRUE
526 SERANGOON NTH AVE 4,1.37177912,103.8727856,Kovan MRT,2536,Hougang 1,1137,Rosyth School,TRUE
423 SERANGOON CTRL,1.348490772,103.8755888,Serangoon MRT,487,NEX,572,Yangzheng Primary School,TRUE
849 TAMPINES ST 83,1.352840291,103.9355209,Tampines West MRT,1101,Century Square,1133,Poi Ching School,TRUE
879 TAMPINES AVE 8,1.35214023,103.930768,Tampines West MRT,1355,Century Square,1808,Poi Ching School,TRUE
219 TAMPINES ST 24,1.354792439,103.9526127,Tampines MRT,389,Tampines 1,372,Gongshang Primary School,TRUE
809 TAMPINES AVE 4,1.346120921,103.9364733,Tampines West MRT,258,Century Square,1365,Junyuan Primary School,TRUE
213 TAMPINES ST 23,1.354795323,103.9539356,Tampines MRT,354,Tampines 1,463,Chongzheng Primary School,TRUE
267 TAMPINES ST 21,1.350772788,103.9492592,Tampines MRT,1108,Tampines 1,493,Chongzheng Primary School,TRUE
130 SIMEI ST 1,1.346212933,103.9548149,Simei MRT,586,Eastpoint Mall,627,Chongzheng Primary School,TRUE
841 TAMPINES ST 83,1.351609241,103.934497,Tampines West MRT,1058,Century Square,1243,Junyuan Primary School,TRUE
347 TAMPINES ST 33,1.351880427,103.9631137,Tampines MRT,1409,Tampines 1,1470,Chongzheng Primary School,FALSE
348 TAMPINES ST 33,1.352525599,103.9633669,Tampines MRT,1360,Tampines 1,1496,Chongzheng Primary School,FALSE
840 TAMPINES ST 82,1.351142175,103.9356169,Tampines West MRT,927,Century Square,1110,Junyuan Primary School,TRUE
355 TAMPINES ST 33,1.355050591,103.9616,Tampines MRT,982,Tampines 1,1290,White Sands Primary School,FALSE
367 TAMPINES ST 34,1.358619461,103.9607886,Tampines MRT,869,White Sands,1502,White Sands Primary School,TRUE
401 TAMPINES ST 41,1.357072868,103.9449127,Tampines MRT,1131,Tampines Mall,750,Gongshang Primary School,TRUE
447 TAMPINES ST 42,1.357359063,103.9504855,Tampines MRT,583,Tampines 1,841,Gongshang Primary School,TRUE
719 TAMPINES ST 72,1.358812401,103.9359132,Tampines West MRT,1763,Century Square,1436,Poi Ching School,TRUE
891 TAMPINES AVE 8,1.349209487,103.931127,Tampines West MRT,1066,Century Square,1788,Junyuan Primary School,TRUE
109 TAMPINES ST 11,1.347407807,103.9488118,Simei MRT,1283,Tampines 1,959,Chongzheng Primary School,TRUE
166 TAMPINES ST 12,1.348821007,103.9464334,Tampines West MRT,1143,Tampines Mall,667,Tampines Primary School,TRUE
164 TAMPINES ST 12,1.349621514,103.9460007,Tampines West MRT,1240,Tampines Mall,566,Tampines Primary School,TRUE
842H TAMPINES ST 82,1.351616679,103.9370705,Tampines West MRT,790,Century Square,826,Junyuan Primary School,TRUE
247 TAMPINES ST 21,1.352280922,103.9469116,Tampines MRT,1244,Tampines Mall,403,Tampines Primary School,TRUE
842D TAMPINES ST 82,1.350596555,103.9375503,Tampines West MRT,620,Century Square,780,Junyuan Primary School,TRUE
167D SIMEI LANE,1.342873687,103.9592051,Upper Changi MRT,422,Eastpoint Mall,1295,Chongzheng Primary School,FALSE
112 SIMEI ST 1,1.343109584,103.9495596,Simei MRT,729,Eastpoint Mall,577,Chongzheng Primary School,TRUE
298 TAMPINES ST 22,1.351787487,103.9547568,Tampines MRT,596,Tampines 1,347,Chongzheng Primary School,TRUE
358 TAMPINES ST 33,1.35447448,103.9610042,Tampines MRT,948,Tampines 1,1178,Chongzheng Primary School,FALSE
368 TAMPINES ST 34,1.358474583,103.9612885,Tampines MRT,956,White Sands,1590,White Sands Primary School,TRUE
498F TAMPINES ST 45,1.361910172,103.9586667,Tampines MRT,1113,White Sands,1646,White Sands Primary School,TRUE
857A TAMPINES ST 83,1.354291278,103.9351345,Tampines West MRT,1332,Century Square,1175,Poi Ching School,TRUE
494B TAMPINES AVE 9,1.363008289,103.9527049,Tampines MRT,1079,White Sands,1719,Tampines North Primary School,TRUE
479 TAMPINES ST 44,1.361433563,103.9535674,Tampines MRT,875,White Sands,2019,Tampines North Primary School,TRUE
149 SIMEI ST 1,1.345888762,103.9560258,Simei MRT,646,Eastpoint Mall,688,Chongzheng Primary School,TRUE
491C TAMPINES ST 45,1.362100169,103.954909,Tampines MRT,841,White Sands,2017,Tampines North Primary School,TRUE
498E TAMPINES ST 45,1.361486182,103.9590563,Tampines MRT,1093,White Sands,1592,White Sands Primary School,TRUE
388 TAMPINES ST 32,1.355286796,103.9583185,Tampines MRT,572,Tampines 1,946,Chongzheng Primary School,TRUE
361 TAMPINES ST 34,1.356044164,103.962576,Tampines MRT,1104,White Sands,1962,White Sands Primary School,FALSE
279 TAMPINES ST 22,1.346292294,103.9516861,Simei MRT,742,Eastpoint Mall,781,Chongzheng Primary School,TRUE
497G TAMPINES ST 45,1.36034648,103.9597168,Tampines MRT,931,White Sands,1388,White Sands Primary School,TRUE
322 TAMPINES ST 33,1.350875956,103.9581271,Tampines MRT,991,Tampines 1,837,Chongzheng Primary School,TRUE
254 TAMPINES ST 21,1.352993299,103.94935,Tampines MRT,924,Tampines 1,463,Chongzheng Primary School,TRUE
880 TAMPINES AVE 8,1.351326082,103.9314788,Tampines West MRT,1205,Century Square,1658,Poi Ching School,TRUE
411 TAMPINES ST 41,1.359114521,103.9460788,Tampines MRT,1266,Tampines Mall,923,Tampines North Primary School,TRUE
153 SIMEI ST 1,1.345222759,103.9572077,Simei MRT,621,Eastpoint Mall,663,Chongzheng Primary School,TRUE
142 TAMPINES ST 12,1.348697122,103.9448596,Tampines West MRT,984,Century Square,579,Tampines Primary School,TRUE
119 SIMEI ST 1,1.343757615,103.9518978,Simei MRT,379,Eastpoint Mall,345,Chongzheng Primary School,TRUE
244 SIMEI ST 5,1.343811391,103.9545032,Simei MRT,261,Eastpoint Mall,303,Chongzheng Primary School,TRUE
167B SIMEI LANE,1.343135737,103.9596428,Upper Changi MRT,528,Eastpoint Mall,994,Chongzheng Primary School,FALSE
167A SIMEI LANE,1.343565659,103.959402,Upper Changi MRT,498,Eastpoint Mall,981,Chongzheng Primary School,FALSE
738 TAMPINES ST 72,1.359084786,103.9336076,Tampines West MRT,2055,Century Square,1728,Poi Ching School,TRUE
892 TAMPINES AVE 8,1.349012829,103.9292428,Tampines West MRT,1205,Century Square,2061,Junyuan Primary School,FALSE
874A TAMPINES ST 84,1.353090063,103.9322429,Tampines West MRT,1408,Century Square,1629,Poi Ching School,TRUE
125 TAMPINES ST 11,1.346314203,103.9501253,Simei MRT,1012,Eastpoint Mall,988,Chongzheng Primary School,TRUE
336 TAMPINES ST 32,1.352504741,103.9603242,Tampines MRT,1032,Tampines 1,1100,Chongzheng Primary School,FALSE
105 SIMEI ST 1,1.340924594,103.9507425,Simei MRT,551,Eastpoint Mall,404,Chongzheng Primary School,FALSE
147 TAMPINES AVE 5,1.349232388,103.942181,Tampines West MRT,805,Century Square,518,Tampines Primary School,TRUE
229 SIMEI ST 4,1.343155311,103.9561051,Simei MRT,473,Eastpoint Mall,515,Chongzheng Primary School,TRUE
856D TAMPINES ST 82,1.352097285,103.9387394,Tampines West MRT,801,Century Square,640,Junyuan Primary School,TRUE
52 LOR 6 TOA PAYOH,1.338249143,103.852482,Braddell MRT,886,Junction 8,2008,Pei Chun Public School,TRUE
69 LOR 4 TOA PAYOH,1.334180885,103.8527069,Toa Payoh MRT,838,The Poiz Centre,2355,Pei Chun Public School,TRUE
12 LOR 7 TOA PAYOH,1.336746107,103.8576159,Toa Payoh MRT,1665,The Poiz Centre,1929,Pei Chun Public School,TRUE
119 LOR 1 TOA PAYOH,1.339109238,103.8446874,Braddell MRT,335,Junction 8,2764,Kheng Cheng School,TRUE
110 LOR 1 TOA PAYOH,1.341552751,103.8463859,Braddell MRT,335,Junction 8,2479,Kheng Cheng School,TRUE
113 POTONG PASIR AVE 1,1.336055939,103.8635995,Potong Pasir MRT,978,The Poiz Centre,882,Pei Chun Public School,TRUE
117 POTONG PASIR AVE 1,1.336008253,103.8630208,Potong Pasir MRT,1064,The Poiz Centre,960,Pei Chun Public School,TRUE
115 POTONG PASIR AVE 1,1.337269998,103.8628066,Woodleigh MRT,1653,The Poiz Centre,1076,Pei Chun Public School,TRUE
124 LOR 1 TOA PAYOH,1.338648767,103.8446273,Braddell MRT,361,Junction 8,2800,Kheng Cheng School,TRUE
96 LOR 3 TOA PAYOH,1.338624065,103.8483798,Braddell MRT,453,Junction 8,2545,Kheng Cheng School,TRUE
85B LOR 4 TOA PAYOH,1.336285352,103.848443,Toa Payoh MRT,630,Junction 8,2590,Kheng Cheng School,TRUE
85C LOR 4 TOA PAYOH,1.336285709,103.8474794,Toa Payoh MRT,569,Junction 8,2698,Kheng Cheng School,TRUE
108 POTONG PASIR AVE 1,1.334720043,103.8679284,Potong Pasir MRT,503,The Poiz Centre,444,Maris Stella High School,FALSE
227 LOR 8 TOA PAYOH,1.339515144,103.8579708,Braddell MRT,1490,The Poiz Centre,2030,Pei Chun Public School,TRUE
15 JOO SENG RD,1.335501322,103.8802315,Bartley MRT,1542,The Woodleigh Mall,1194,Maris Stella High School,TRUE
37 LOR 5 TOA PAYOH,1.334526113,103.8559154,Toa Payoh MRT,1271,The Poiz Centre,1922,Pei Chun Public School,TRUE
153A LOR 1 TOA PAYOH,1.333713828,103.8452331,Toa Payoh MRT,329,Square 2,2096,CHIJ Primary (Toa Payoh),TRUE
79B TOA PAYOH CTRL,1.334640783,103.8479903,Toa Payoh MRT,451,Square 2,2261,Kheng Cheng School,TRUE
81B LOR 4 TOA PAYOH,1.335969764,103.8497768,Toa Payoh MRT,735,Junction 8,2515,Kheng Cheng School,TRUE
146 LOR 2 TOA PAYOH,1.334664095,103.8464514,Toa Payoh MRT,368,Square 2,2168,Kheng Cheng School,TRUE
155 LOR 1 TOA PAYOH,1.332796311,103.8455886,Toa Payoh MRT,257,Square 2,1911,CHIJ Primary (Toa Payoh),TRUE
241 KIM KEAT LINK,1.330505363,103.8557764,Toa Payoh MRT,1212,The Poiz Centre,2325,Pei Chun Public School,TRUE
229 LOR 8 TOA PAYOH,1.338718312,103.8591946,Woodleigh MRT,2675,The Poiz Centre,2071,Pei Chun Public School,TRUE
36 LOR 5 TOA PAYOH,1.334821399,103.8552729,Toa Payoh MRT,1218,The Poiz Centre,2024,Pei Chun Public School,TRUE
35 LOR 5 TOA PAYOH,1.334327797,103.8544908,Toa Payoh MRT,1070,The Poiz Centre,2085,Pei Chun Public School,TRUE
121 POTONG PASIR AVE 1,1.335760292,103.865597,Potong Pasir MRT,751,The Poiz Centre,642,Pei Chun Public School,FALSE
237 LOR 1 TOA PAYOH,1.339773151,103.8522423,Braddell MRT,752,Junction 8,1787,Pei Chun Public School,TRUE
132 POTONG PASIR AVE 1,1.334175483,103.8656107,Potong Pasir MRT,645,The Poiz Centre,462,Pei Chun Public School,FALSE
24 MARSILING DR,1.441505331,103.7721316,Marsiling MRT,1316,Causeway Point,1855,Marsiling Primary School,TRUE
130 MARSILING RISE,1.438126441,103.7787005,Marsiling MRT,1525,Causeway Point,950,Marsiling Primary School,TRUE
131 MARSILING RISE,1.43847984,103.7786134,Marsiling MRT,1553,Causeway Point,934,Marsiling Primary School,TRUE
13 MARSILING LANE,1.441096275,103.7792761,Woodlands MRT,1057,Causeway Point,981,Marsiling Primary School,FALSE
129 MARSILING RISE,1.437811367,103.778702,Marsiling MRT,1538,Causeway Point,963,Marsiling Primary School,TRUE
816 WOODLANDS ST 82,1.442026626,103.7899058,Woodlands MRT,987,Causeway Point,1151,Evergreen Primary School,TRUE
18 MARSILING LANE,1.443417007,103.7778612,Woodlands North MRT,1695,Causeway Point,1298,Marsiling Primary School,FALSE
159 WOODLANDS ST 13,1.433678966,103.7745871,Marsiling MRT,189,Causeway Point,1512,Marsiling Primary School,TRUE
8 MARSILING DR,1.441345041,103.7771827,Marsiling MRT,1780,Causeway Point,1256,Marsiling Primary School,TRUE
437 WOODLANDS ST 41,1.426982263,103.7746927,Marsiling MRT,893,Causeway Point,1870,Marsiling Primary School,TRUE
739 WOODLANDS CIRCLE,1.444228709,103.7970254,Admiralty MRT,867,Causeway Point,2006,Evergreen Primary School,TRUE
771 WOODLANDS DR 60,1.446765941,103.7979619,Admiralty MRT,978,Causeway Point,2398,Riverside Primary School,TRUE
840 WOODLANDS ST 82,1.443812821,103.7924011,Woodlands North MRT,1613,Causeway Point,1560,Evergreen Primary School,TRUE
601 WOODLANDS DR 42,1.438647189,103.7965181,Admiralty MRT,596,Causeway Point,1527,Admiralty Primary School,TRUE
29 MARSILING DR,1.44310219,103.7733665,Marsiling MRT,1618,Causeway Point,1778,Marsiling Primary School,FALSE
575 WOODLANDS DR 16,1.431187204,103.7972377,Woodlands South MRT,829,Causeway Point,1760,Greenwood Primary School,FALSE
619 WOODLANDS DR 52,1.433436771,103.7980554,Woodlands South MRT,1183,Causeway Point,1631,Greenwood Primary School,FALSE
348 WOODLANDS AVE 3,1.43293946,103.7818814,Woodlands MRT,772,Causeway Point,591,Marsiling Primary School,TRUE
723 WOODLANDS AVE 6,1.445372524,103.7989678,Admiralty MRT,785,Causeway Point,2208,Admiralty Primary School,TRUE
749 WOODLANDS CIRCLE,1.444534551,103.794469,Admiralty MRT,1127,Causeway Point,1821,Evergreen Primary School,TRUE
28 MARSILING DR,1.442790976,103.7737066,Marsiling MRT,1610,Causeway Point,1724,Marsiling Primary School,TRUE
743 WOODLANDS CIRCLE,1.443733618,103.7963119,Admiralty MRT,902,Causeway Point,1907,Evergreen Primary School,TRUE
767 WOODLANDS CIRCLE,1.446177536,103.7975915,Admiralty MRT,982,Causeway Point,2288,Evergreen Primary School,TRUE
690F WOODLANDS DR 75,1.442685987,103.8074331,Admiralty MRT,910,Sun Plaza,1844,Greenwood Primary School,TRUE
618 WOODLANDS AVE 4,1.433640888,103.7966442,Woodlands South MRT,1050,Causeway Point,1459,Admiralty Primary School,FALSE
786F WOODLANDS DR 60,1.446249721,103.800418,Admiralty MRT,799,Causeway Point,2509,Riverside Primary School,TRUE
859 WOODLANDS ST 83,1.439881884,103.7939668,Admiralty MRT,982,Causeway Point,1288,Evergreen Primary School,TRUE
689D WOODLANDS DR 75,1.444285016,103.8087419,Admiralty MRT,1115,Sun Plaza,1655,Greenwood Primary School,TRUE
403 WOODLANDS ST 41,1.430708471,103.7722614,Marsiling MRT,491,Causeway Point,1796,Marsiling Primary School,TRUE
871 WOODLANDS ST 81,1.443858158,103.789187,Woodlands North MRT,1699,Causeway Point,1329,Evergreen Primary School,TRUE
345 WOODLANDS ST 32,1.432458954,103.7804594,Marsiling MRT,790,Causeway Point,712,Marsiling Primary School,TRUE
791 WOODLANDS AVE 6,1.44274811,103.8022385,Admiralty MRT,359,Causeway Point,2318,Admiralty Primary School,TRUE
553 WOODLANDS DR 44,1.43161422,103.795072,Woodlands South MRT,657,Causeway Point,1451,Admiralty Primary School,FALSE
690A WOODLANDS DR 75,1.443584175,103.8084073,Admiralty MRT,1040,Sun Plaza,1717,Greenwood Primary School,TRUE
689E WOODLANDS DR 75,1.443920453,103.8086742,Admiralty MRT,1086,Sun Plaza,1658,Greenwood Primary School,TRUE
365 WOODLANDS AVE 5,1.434318384,103.7876342,Woodlands MRT,407,Causeway Point,423,Evergreen Primary School,FALSE
899B WOODLANDS DR 50,1.436133348,103.7952643,Admiralty MRT,992,Causeway Point,1362,Evergreen Primary School,TRUE
414 WOODLANDS ST 41,1.427906323,103.7733879,Marsiling MRT,736,Causeway Point,1900,Marsiling Primary School,TRUE
682C WOODLANDS DR 73,1.440755494,103.8042641,Admiralty MRT,469,Sun Plaza,2224,Greenwood Primary School,TRUE
688A WOODLANDS DR 75,1.442825199,103.8071977,Admiralty MRT,868,Sun Plaza,1818,Greenwood Primary School,TRUE
552 WOODLANDS DR 44,1.431856856,103.7953059,Woodlands South MRT,689,Causeway Point,1510,Admiralty Primary School,FALSE
614 WOODLANDS AVE 4,1.43445537,103.7964124,Admiralty MRT,1126,Causeway Point,1483,Admiralty Primary School,TRUE
543 WOODLANDS DR 16,1.428314925,103.7937345,Woodlands South MRT,250,Causeway Point,1563,Admiralty Primary School,FALSE
580 WOODLANDS DR 16,1.430584405,103.7962761,Woodlands South MRT,708,Causeway Point,1620,Greenwood Primary School,FALSE
686A WOODLANDS DR 73,1.442135963,103.8056199,Admiralty MRT,665,Sun Plaza,1986,Greenwood Primary School,TRUE
632 WOODLANDS RING RD,1.435804243,103.8018417,Admiralty MRT,629,Causeway Point,2248,Greenwood Primary School,TRUE
753 WOODLANDS CIRCLE,1.44580506,103.7946403,Admiralty MRT,1184,Causeway Point,1916,Evergreen Primary School,TRUE
681D WOODLANDS DR 62,1.439999661,103.8035924,Admiralty MRT,423,Sun Plaza,2350,Greenwood Primary School,TRUE
350 WOODLANDS AVE 3,1.433842288,103.782295,Woodlands MRT,638,Causeway Point,457,Marsiling Primary School,TRUE
685B WOODLANDS DR 73,1.441333428,103.8061362,Admiralty MRT,695,Sun Plaza,2084,Greenwood Primary School,TRUE
514 WOODLANDS DR 14,1.434597813,103.7896726,Woodlands MRT,678,Causeway Point,695,Evergreen Primary School,FALSE
893C WOODLANDS DR 50,1.436318427,103.7904601,Woodlands MRT,663,Causeway Point,812,Evergreen Primary School,TRUE
536 WOODLANDS DR 14,1.43144901,103.7918991,Woodlands South MRT,617,Causeway Point,1153,Evergreen Primary School,FALSE
531 WOODLANDS DR 14,1.430923426,103.792754,Woodlands South MRT,568,Causeway Point,1287,Evergreen Primary School,FALSE
681A WOODLANDS DR 62,1.439533541,103.8037973,Admiralty MRT,488,Sun Plaza,2415,Greenwood Primary School,TRUE
520 WOODLANDS DR 14,1.434174103,103.7923973,Woodlands South MRT,1037,Causeway Point,1035,Evergreen Primary School,FALSE
652 WOODLANDS RING RD,1.43799069,103.7999869,Admiralty MRT,422,Causeway Point,2032,Admiralty Primary School,TRUE
647 WOODLANDS RING RD,1.437942583,103.8010051,Admiralty MRT,406,Causeway Point,2185,Greenwood Primary School,TRUE
118 MARSILING RISE,1.438484294,103.7803814,Woodlands MRT,811,Causeway Point,735,Marsiling Primary School,TRUE
307 WOODLANDS AVE 1,1.429409278,103.7764371,Marsiling MRT,623,Causeway Point,1451,Marsiling Primary School,TRUE
172 YISHUN AVE 7,1.43660111,103.831091,Canberra MRT,1026,Northpoint City,1130,Chongfu School,TRUE
266 YISHUN ST 22,1.43700349,103.8388247,Yishun MRT,1381,Junction 9,837,Chongfu School,TRUE
393 YISHUN AVE 6,1.42851535,103.8485037,Yishun MRT,2036,Junction 9,1194,North View Primary School,TRUE
362 YISHUN RING RD,1.428508539,103.8448942,Yishun MRT,1808,Junction 9,1016,Huamin Primary School,TRUE
241 YISHUN RING RD,1.432120156,103.8391231,Yishun MRT,739,Junction 9,347,Chongfu School,TRUE
702 YISHUN AVE 5,1.429815405,103.8294672,Yishun MRT,740,Northpoint City,799,Chongfu School,FALSE
703 YISHUN AVE 5,1.429584898,103.8288511,Yishun MRT,871,Northpoint City,935,Chongfu School,FALSE
133 YISHUN ST 11,1.432557372,103.8307841,Yishun MRT,798,Northpoint City,842,Chongfu School,FALSE
110 YISHUN RING RD,1.433760579,103.8289934,Yishun MRT,1120,Northpoint City,1167,Chongfu School,FALSE
134 YISHUN ST 11,1.432376505,103.8314109,Yishun MRT,694,Northpoint City,738,Chongfu School,FALSE
736 YISHUN ST 72,1.428658386,103.8317276,Yishun MRT,489,Northpoint City,658,Northland Primary School,FALSE
720 YISHUN ST 71,1.426420518,103.828958,Yishun MRT,939,Northpoint City,1085,Northland Primary School,FALSE
634 YISHUN ST 61,1.418930263,103.8391001,Khatib MRT,926,Northpoint City,1599,Naval Base Primary School,TRUE
642 YISHUN ST 61,1.420970055,103.8374468,Khatib MRT,989,Northpoint City,1282,Northland Primary School,TRUE
174 YISHUN AVE 7,1.437395453,103.8319391,Canberra MRT,838,Northpoint City,1145,Chongfu School,TRUE
272 YISHUN ST 22,1.438097638,103.8396421,Yishun MRT,1460,Junction 9,858,Chongfu School,TRUE
766 YISHUN AVE 3,1.4247024,103.8339498,Yishun MRT,665,Northpoint City,745,Northland Primary School,TRUE
255 YISHUN RING RD,1.434316315,103.8406895,Yishun MRT,1104,Junction 9,256,Chongfu School,TRUE
261 YISHUN ST 22,1.435309736,103.8386063,Yishun MRT,1137,Junction 9,445,Chongfu School,TRUE
765 YISHUN ST 72,1.425023537,103.8339735,Yishun MRT,635,Northpoint City,715,Northland Primary School,TRUE
279 YISHUN ST 22,1.438372589,103.8373843,Canberra MRT,1279,Junction 9,924,Chongfu School,TRUE
637 YISHUN ST 61,1.420069051,103.8391333,Khatib MRT,1046,Northpoint City,1524,Northland Primary School,TRUE
433 YISHUN AVE 6,1.420911806,103.8472933,Khatib MRT,2061,Junction 9,2115,Northland Primary School,TRUE
171 YISHUN AVE 7,1.43691621,103.832132,Canberra MRT,917,Northpoint City,1112,Chongfu School,TRUE
365 YISHUN RING RD,1.429247793,103.8451922,Yishun MRT,1675,Junction 9,853,Huamin Primary School,TRUE
314 YISHUN RING RD,1.431731417,103.8417528,Yishun MRT,1077,Junction 9,267,Huamin Primary School,TRUE
293 YISHUN ST 22,1.436114254,103.8376052,Yishun MRT,1100,Junction 9,579,Chongfu School,TRUE
452 YISHUN RING RD,1.422082643,103.8454157,Yishun MRT,1875,Junction 9,1731,Northland Primary School,TRUE
875 YISHUN ST 81,1.41476321,103.836287,Khatib MRT,579,Northpoint City,1999,Naval Base Primary School,TRUE
795A YISHUN RING RD,1.419411849,103.8328413,Khatib MRT,369,Northpoint City,1414,Naval Base Primary School,TRUE
234 YISHUN ST 21,1.434353515,103.8379195,Yishun MRT,902,Junction 9,532,Chongfu School,TRUE
349 YISHUN AVE 11,1.426133751,103.8433915,Yishun MRT,1323,Junction 9,1171,Huamin Primary School,TRUE
