Address,Lat,Long,Nearest_MRT,Distance_MRT,Nearest_Mall,Distance_Mall,Nearest_Pri_Sch,Within_1km_of_Pri
315 SEMBAWANG VISTA,1.446866084,103.8206086,Sembawang MRT,522,Sun Plaza,324,Sembawang Primary School,TRUE
350B CANBERRA RD,1.450073433,103.820763,Sembawang MRT,214,Sun Plaza,496,Wellington Primary School,TRUE
339B SEMBAWANG CL,1.448015957,103.8175607,Sembawang MRT,416,Sun Plaza,395,Canberra Primary School,TRUE
320 SEMBAWANG CL,1.446437842,103.8188585,Sembawang MRT,448,Sun Plaza,270,Sembawang Primary School,TRUE
317 SEMBAWANG VISTA,1.445934524,103.8204306,Sembawang MRT,565,Sun Plaza,368,Sembawang Primary School,TRUE
402 ADMIRALTY LINK,1.453890539,103.8157691,Sembawang MRT,876,Sun Plaza,855,Canberra Primary School,TRUE
409 SEMBAWANG DR,1.453033211,103.8176507,Sembawang MRT,755,Sun Plaza,734,Canberra Primary School,TRUE
411 SEMBAWANG DR,1.452197464,103.8179323,Sembawang MRT,646,Sun Plaza,624,Canberra Primary School,TRUE
491 ADMIRALTY LINK,1.456112789,103.8177166,Sembawang MRT,1249,Sun Plaza,1227,Canberra Primary School,TRUE
330 SEMBAWANG CL,1.446805071,103.8178116,Sembawang MRT,535,Sun Plaza,362,Sembawang Primary School,TRUE
325 SEMBAWANG CRES,1.444504744,103.818706,Sembawang MRT,710,Sun Plaza,520,Sembawang Primary School,TRUE
589B MONTREAL DR,1.449678655,103.8254773,Sembawang MRT,743,Sun Plaza,1022,Wellington Primary School,TRUE
471 SEMBAWANG DR,1.451942756,103.8158791,Sembawang MRT,780,Sun Plaza,759,Canberra Primary School,TRUE
501D WELLINGTON CIRCLE,1.451050579,103.8224321,Sembawang MRT,529,Sun Plaza,808,Wellington Primary School,TRUE
507D WELLINGTON CIRCLE,1.451252802,103.8229617,Sembawang MRT,605,Sun Plaza,884,Wellington Primary School,TRUE
310 CANBERRA RD,1.44703561,103.8220987,Sembawang MRT,730,Sun Plaza,517,Sembawang Primary School,TRUE
441D FERNVALE RD,1.392092235,103.875248,Buangkok MRT,2767,The Seletar Mall,303,Sengkang Green Primary School,TRUE
306C ANCHORVALE LINK,1.389887699,103.8881145,Sengkang MRT,1122,Compass One,1100,Nan Chiau Primary School,TRUE
146 RIVERVALE DR,1.390496473,103.9061572,Sengkang MRT,1418,Rivervale Mall,356,Rivervale Primary School,TRUE
314A ANCHORVALE LINK,1.390963468,103.8891468,Sengkang MRT,953,Compass One,931,Nan Chiau Primary School,TRUE
132 RIVERVALE ST,1.390029037,103.9035173,Sengkang MRT,1080,Rivervale Mall,460,Rivervale Primary School,TRUE
122 SENGKANG EAST WAY,1.386551487,103.9067415,Sengkang MRT,1708,Rivervale Mall,866,Rivervale Primary School,TRUE
120A RIVERVALE DR,1.385932155,103.9039843,Sengkang MRT,1544,Rivervale Mall,1013,Rivervale Primary School,TRUE
114 RIVERVALE WALK,1.384094567,103.9010756,Buangkok MRT,1298,Rivervale Mall,1295,Punggol Primary School,TRUE
116C RIVERVALE DR,1.3821551,103.9028522,Buangkok MRT,1540,Rivervale Mall,1459,Punggol Primary School,FALSE
268A COMPASSVALE LINK,1.384168694,103.8966479,Buangkok MRT,620,Compass One,1155,Punggol Primary School,TRUE
271B SENGKANG CTRL,1.385455446,103.8944904,Buangkok MRT,489,Compass One,927,Punggol Primary School,TRUE
275A COMPASSVALE LINK,1.382874162,103.8946037,Buangkok MRT,341,Compass One,1245,Punggol Primary School,TRUE
292A COMPASSVALE ST,1.395958575,103.8990669,Sengkang MRT,838,Compass One,889,Compassvale Primary School,TRUE
122D RIVERVALE DR,1.387096112,103.905723,Sengkang MRT,1583,Rivervale Mall,741,Rivervale Primary School,TRUE
158D RIVERVALE CRES,1.38841932,103.9072419,Sengkang MRT,1568,Rivervale Mall,689,Rivervale Primary School,TRUE
121D SENGKANG EAST WAY,1.385795211,103.905414,Sengkang MRT,1719,Rivervale Mall,954,Rivervale Primary School,TRUE
157A RIVERVALE CRES,1.387855124,103.9083929,Sengkang MRT,1709,Rivervale Mall,830,Rivervale Primary School,TRUE
121C SENGKANG EAST WAY,1.386294266,103.9053807,Sengkang MRT,1698,Rivervale Mall,878,Rivervale Primary School,TRUE
119B RIVERVALE DR,1.384362109,103.902965,Buangkok MRT,1679,Rivervale Mall,1156,Rivervale Primary School,FALSE
301A ANCHORVALE DR,1.389022097,103.891728,Sengkang MRT,700,Compass One,686,Nan Chiau Primary School,TRUE
291A COMPASSVALE ST,1.395616235,103.8979418,Sengkang MRT,716,Compass One,766,Compassvale Primary School,TRUE
301B ANCHORVALE DR,1.389306839,103.8910983,Sengkang MRT,785,Compass One,771,Nan Chiau Primary School,TRUE
319C ANCHORVALE DR,1.390889011,103.8906341,Sengkang MRT,710,Compass One,688,Nan Chiau Primary School,TRUE
190A RIVERVALE DR,1.39508286,103.9027744,Sengkang MRT,1205,Rivervale Mall,528,Rivervale Primary School,TRUE
306A ANCHORVALE LINK,1.390179672,103.8890486,Sengkang MRT,964,Compass One,942,Nan Chiau Primary School,TRUE
412B FERNVALE LINK,1.389725098,103.8779589,Buangkok MRT,2513,The Seletar Mall,519,Fernvale Primary School,TRUE
237 COMPASSVALE WALK,1.389867884,103.8985203,Sengkang MRT,593,Compass One,660,Compassvale Primary School,TRUE
413A FERNVALE LINK,1.389306806,103.8787293,Buangkok MRT,2450,The Seletar Mall,630,Fernvale Primary School,TRUE
409B FERNVALE RD,1.389498161,103.877012,Buangkok MRT,2577,The Seletar Mall,447,Fernvale Primary School,TRUE
407B FERNVALE RD,1.388997392,103.875148,Buangkok MRT,2787,The Seletar Mall,397,Fernvale Primary School,TRUE
260A SENGKANG EAST WAY,1.393141091,103.8955694,Sengkang MRT,202,Compass One,252,Compassvale Primary School,TRUE
232 COMPASSVALE WALK,1.390555878,103.900838,Sengkang MRT,777,Rivervale Mall,748,Rivervale Primary School,TRUE
268D COMPASSVALE LINK,1.385079303,103.8958527,Buangkok MRT,644,Compass One,991,Punggol Primary School,TRUE
312B ANCHORVALE LANE,1.391734219,103.8854978,Sengkang MRT,1400,The Seletar Mall,1293,Springdale Primary School,TRUE
250C COMPASSVALE ST,1.392693437,103.8998774,Sengkang MRT,717,Rivervale Mall,791,Compassvale Primary School,TRUE
122C SENGKANG EAST WAY,1.387508502,103.9061438,Sengkang MRT,1537,Rivervale Mall,695,Rivervale Primary School,TRUE
313D ANCHORVALE RD,1.392150619,103.8875632,Sengkang MRT,1153,Compass One,1131,Springdale Primary School,TRUE
138 RIVERVALE ST,1.38864119,103.9046235,Sengkang MRT,1346,Rivervale Mall,504,Rivervale Primary School,TRUE
530 SERANGOON NTH AVE 4,1.373394991,103.8724629,Kovan MRT,2769,Hougang 1,1020,Rosyth School,TRUE
518 SERANGOON NTH AVE 4,1.371641182,103.8741031,Kovan MRT,2413,Hougang 1,1002,Rosyth School,TRUE
111 SERANGOON NTH AVE 1,1.369047313,103.870584,Kovan MRT,2460,Hougang 1,1724,Rosyth School,TRUE
538 SERANGOON NTH AVE 4,1.374914599,103.8732179,Kovan MRT,2859,Hougang 1,785,Rosyth School,TRUE
141 SERANGOON NTH AVE 2,1.368594213,103.8745232,Kovan MRT,2223,Hougang 1,1216,Rosyth School,TRUE
521 SERANGOON NTH AVE 4,1.373355791,103.8732427,Kovan MRT,2682,Hougang 1,992,Rosyth School,TRUE
208 SERANGOON CTRL,1.354111011,103.8737176,Serangoon MRT,601,NEX,532,Yangzheng Primary School,TRUE
325 SERANGOON AVE 3,1.35093759,103.868683,Lorong Chuan MRT,574,NEX,554,Yangzheng Primary School,TRUE
409 SERANGOON CTRL,1.348147607,103.8744195,Serangoon MRT,416,NEX,501,Yangzheng Primary School,TRUE
549 SERANGOON NTH AVE 3,1.37267604,103.8710932,Kovan MRT,2807,Hougang 1,1309,Rosyth School,TRUE
532 SERANGOON NTH AVE 4,1.374868826,103.8741268,Kovan MRT,2833,Hougang 1,678,Rosyth School,TRUE
411 SERANGOON CTRL,1.348457286,103.8739468,Serangoon MRT,377,NEX,462,Yangzheng Primary School,TRUE
329 SERANGOON AVE 3,1.349626343,103.8680638,Lorong Chuan MRT,586,NEX,680,Yangzheng Primary School,TRUE
416 SERANGOON CTRL,1.350205615,103.8748185,Serangoon MRT,335,NEX,420,Yangzheng Primary School,TRUE
851 TAMPINES ST 83,1.3529487,103.9349407,Tampines West MRT,1166,Century Square,1197,Poi Ching School,TRUE
405 TAMPINES ST 41,1.357809697,103.9449177,Tampines MRT,1221,Tampines Mall,839,Gongshang Primary School,TRUE
217 TAMPINES ST 23,1.354168163,103.9518618,Tampines MRT,535,Tampines 1,303,Chongzheng Primary School,TRUE
252 TAMPINES ST 21,1.352547023,103.9490641,Tampines MRT,992,Tampines 1,467,Chongzheng Primary School,TRUE
111 TAMPINES ST 11,1.346914714,103.9474165,Simei MRT,1390,Tampines Mall,945,Tampines Primary School,TRUE
847 TAMPINES ST 83,1.352511077,103.935059,Tampines West MRT,1104,Century Square,1135,Poi Ching School,TRUE
280 TAMPINES ST 22,1.347535197,103.9517028,Simei MRT,886,Tampines 1,741,Chongzheng Primary School,TRUE
898 TAMPINES ST 81,1.347281172,103.934757,Tampines West MRT,550,Century Square,1419,Junyuan Primary School,TRUE
251 TAMPINES ST 21,1.352755419,103.9481192,Tampines MRT,1048,Tampines Mall,525,Chongzheng Primary School,TRUE
853 TAMPINES ST 83,1.353272606,103.9350675,Tampines West MRT,1199,Century Square,1226,Poi Ching School,TRUE
915 TAMPINES ST 91,1.348605623,103.9395641,Tampines West MRT,509,Century Square,811,Junyuan Primary School,TRUE
145 TAMPINES ST 12,1.348801821,103.943691,Tampines West MRT,926,Century Square,722,Tampines Primary School,TRUE
269 TAMPINES ST 21,1.350745436,103.9480244,Tampines MRT,1226,Tampines Mall,684,Chongzheng Primary School,TRUE
235 TAMPINES ST 21,1.355490809,103.9482593,Tampines MRT,851,Tampines Mall,681,Gongshang Primary School,TRUE
453 TAMPINES ST 42,1.357027822,103.9539139,Tampines MRT,409,Tampines 1,937,Gongshang Primary School,TRUE
346 TAMPINES ST 33,1.351237916,103.9625706,Tampines MRT,1380,Tampines 1,1371,Chongzheng Primary School,FALSE
126 SIMEI ST 1,1.347047142,103.9542535,Simei MRT,715,Eastpoint Mall,756,Chongzheng Primary School,TRUE
487A TAMPINES AVE 9,1.359550703,103.9578141,Tampines MRT,783,White Sands,1507,White Sands Primary School,TRUE
374 TAMPINES ST 34,1.356439145,103.9586239,Tampines MRT,513,Tampines 1,1091,Chongzheng Primary School,FALSE
908 TAMPINES AVE 4,1.350540092,103.9387161,Tampines West MRT,663,Century Square,710,Junyuan Primary School,TRUE
450E TAMPINES ST 42,1.357567919,103.9530208,Tampines MRT,532,Tampines 1,869,Gongshang Primary School,TRUE
444 TAMPINES ST 42,1.358340969,103.9513797,Tampines MRT,592,Tampines 1,859,Gongshang Primary School,TRUE
450C TAMPINES ST 42,1.357135378,103.9522522,Tampines MRT,461,Tampines 1,727,Gongshang Primary School,TRUE
242 SIMEI ST 5,1.343158904,103.9541881,Simei MRT,128,Eastpoint Mall,170,Chongzheng Primary School,TRUE
503 TAMPINES CTRL 1,1.355803357,103.9451029,Tampines MRT,1123,Tampines Mall,543,Gongshang Primary School,TRUE
265 TAMPINES ST 21,1.352453492,103.9502389,Tampines MRT,881,Tampines 1,321,Chongzheng Primary School,TRUE
285 TAMPINES ST 22,1.350010742,103.9528161,Tampines MRT,897,Tampines 1,392,Chongzheng Primary School,TRUE
498J TAMPINES ST 45,1.363235385,103.9568941,Tampines MRT,1188,White Sands,1846,White Sands Primary School,TRUE
859 TAMPINES AVE 5,1.354686349,103.9380515,Tampines West MRT,1333,Century Square,902,Poi Ching School,TRUE
221 SIMEI ST 4,1.341672665,103.9565424,Simei MRT,511,Eastpoint Mall,552,Chongzheng Primary School,FALSE
418 TAMPINES ST 41,1.358272213,103.9473089,Tampines MRT,1043,Tampines Mall,903,Gongshang Primary School,TRUE
390 TAMPINES AVE 7,1.356182045,103.9576163,Tampines MRT,378,Tampines 1,940,Chongzheng Primary School,TRUE
248 TAMPINES ST 21,1.35191019,103.9471088,Tampines MRT,1241,Tampines Mall,448,Tampines Primary School,TRUE
131 SIMEI ST 1,1.345494835,103.9539603,Simei MRT,466,Eastpoint Mall,508,Chongzheng Primary School,TRUE
255 SIMEI ST 1,1.342429017,103.9517586,Simei MRT,362,Eastpoint Mall,205,Chongzheng Primary School,TRUE
158 TAMPINES ST 12,1.351414561,103.945859,Tampines West MRT,1483,Tampines Mall,383,Tampines Primary School,TRUE
496E TAMPINES AVE 9,1.36112994,103.9498032,Tampines MRT,1192,Tampines 1,1450,Tampines North Primary School,TRUE
359 TAMPINES ST 34,1.355881693,103.9616385,Tampines MRT,964,White Sands,1899,White Sands Primary School,FALSE
887A TAMPINES ST 81,1.350141948,103.9314742,Tampines West MRT,1148,Century Square,1681,Junyuan Primary School,TRUE
496C TAMPINES ST 43,1.362152445,103.950374,Tampines MRT,1176,Tampines 1,1442,Tampines North Primary School,TRUE
307 TAMPINES ST 32,1.35297508,103.9563536,Tampines MRT,561,Tampines 1,609,Chongzheng Primary School,TRUE
450F TAMPINES ST 42,1.357928016,103.9530208,Tampines MRT,548,Tampines 1,899,Gongshang Primary School,TRUE
887 TAMPINES ST 81,1.350464113,103.9318964,Tampines West MRT,1106,Century Square,1601,Junyuan Primary School,TRUE
247 SIMEI ST 5,1.344275961,103.9531702,Simei MRT,284,Eastpoint Mall,326,Chongzheng Primary School,TRUE
108 SIMEI ST 1,1.343019541,103.9510074,Simei MRT,512,Eastpoint Mall,369,Chongzheng Primary School,TRUE
102 SIMEI ST 1,1.34134725,103.9513551,Simei MRT,459,Eastpoint Mall,305,Chongzheng Primary School,FALSE
146 SIMEI ST 2,1.344641435,103.9559168,Simei MRT,417,Eastpoint Mall,459,Chongzheng Primary School,TRUE
114 TAMPINES ST 11,1.345971625,103.94676,Simei MRT,1337,Tampines Mall,1004,Tampines Primary School,TRUE
231 SIMEI ST 4,1.343609601,103.9569035,Simei MRT,595,Eastpoint Mall,637,Chongzheng Primary School,TRUE
109 SIMEI ST 1,1.342257928,103.9501284,Simei MRT,595,Eastpoint Mall,439,Chongzheng Primary School,TRUE
164 SIMEI RD,1.346073025,103.9584323,Upper Changi MRT,863,Eastpoint Mall,862,Chongzheng Primary School,TRUE
143 TAMPINES ST 12,1.348069529,103.9435771,Tampines West MRT,879,Century Square,788,Tampines Primary School,TRUE
243 SIMEI ST 5,1.34395928,103.9551682,Simei MRT,269,Eastpoint Mall,311,Chongzheng Primary School,TRUE
515A TAMPINES CTRL 7,1.356965574,103.938383,Tampines West MRT,1602,Century Square,988,Poi Ching School,TRUE
495D TAMPINES ST 43,1.36367185,103.9520246,Tampines MRT,1190,White Sands,1608,Tampines North Primary School,TRUE
230J TAMPINES ST 21,1.356195361,103.9496631,Tampines MRT,715,Tampines 1,677,Gongshang Primary School,TRUE
740 TAMPINES ST 72,1.359370968,103.9328121,Tampines West MRT,2213,Century Square,1963,Poi Ching School,TRUE
325 TAMPINES ST 32,1.352628876,103.9590865,Tampines MRT,891,Tampines 1,982,Chongzheng Primary School,TRUE
311 TAMPINES ST 33,1.35330429,103.957435,Tampines MRT,638,Tampines 1,756,Chongzheng Primary School,TRUE
330 TAMPINES ST 32,1.353356111,103.9595315,Tampines MRT,845,Tampines 1,969,Chongzheng Primary School,TRUE
896A TAMPINES ST 81,1.348597178,103.9325463,Tampines West MRT,869,Century Square,1609,Junyuan Primary School,TRUE
144 SIMEI ST 2,1.345351297,103.9555703,Simei MRT,531,Eastpoint Mall,573,Chongzheng Primary School,TRUE
156 TAMPINES ST 12,1.351621944,103.94509,Tampines West MRT,1417,Tampines Mall,272,Tampines Primary School,TRUE
161 LOR 1 TOA PAYOH,1.330509323,103.8450036,Toa Payoh MRT,531,Square 2,1546,CHIJ Primary (Toa Payoh),TRUE
58 LOR 4 TOA PAYOH,1.336746255,103.8505246,Braddell MRT,751,Junction 8,2417,Kheng Cheng School,TRUE
234 LOR 8 TOA PAYOH,1.338601486,103.8579141,Braddell MRT,1545,The Poiz Centre,2127,Pei Chun Public School,TRUE
1 LOR 7 TOA PAYOH,1.339430335,103.8534428,Braddell MRT,947,Junction 8,1822,Pei Chun Public School,TRUE
169 LOR 1 TOA PAYOH,1.331725998,103.8427995,Toa Payoh MRT,724,Square 2,1822,CHIJ Primary (Toa Payoh),TRUE
112 LOR 1 TOA PAYOH,1.341553399,103.8454896,Braddell MRT,325,Junction 8,2563,Kheng Cheng School,TRUE
38 LOR 5 TOA PAYOH,1.335341002,103.8548594,Toa Payoh MRT,1182,The Poiz Centre,2107,Pei Chun Public School,TRUE
125 LOR 1 TOA PAYOH,1.338331334,103.8457371,Braddell MRT,267,Junction 8,2706,Kheng Cheng School,TRUE
100 LOR 1 TOA PAYOH,1.339564005,103.8485857,Braddell MRT,387,Junction 8,2303,Kheng Cheng School,TRUE
114 POTONG PASIR AVE 1,1.336774929,103.8633064,Potong Pasir MRT,1068,The Poiz Centre,980,Pei Chun Public School,TRUE
17 LOR 7 TOA PAYOH,1.336426604,103.8566081,Toa Payoh MRT,1541,The Poiz Centre,1984,Pei Chun Public School,TRUE
118 LOR 1 TOA PAYOH,1.339563017,103.8448936,Braddell MRT,371,Junction 8,2702,Kheng Cheng School,TRUE
177 TOA PAYOH CTRL,1.333900341,103.8488548,Toa Payoh MRT,348,Square 2,2295,Kheng Cheng School,TRUE
104 POTONG PASIR AVE 1,1.334339169,103.8691589,Potong Pasir MRT,431,The Poiz Centre,428,Maris Stella High School,FALSE
226 LOR 8 TOA PAYOH,1.339515666,103.857051,Braddell MRT,1381,The Poiz Centre,1932,Pei Chun Public School,TRUE
221 LOR 8 TOA PAYOH,1.342621808,103.8569718,Braddell MRT,1491,Junction 8,1613,Pei Chun Public School,TRUE
200 TOA PAYOH NTH,1.341672927,103.8510078,Braddell MRT,650,Junction 8,1938,Kheng Cheng School,TRUE
179 TOA PAYOH CTRL,1.333901,103.8500929,Toa Payoh MRT,467,Square 2,2175,Kheng Cheng School,TRUE
148 POTONG PASIR AVE 1,1.33235436,103.8677743,Potong Pasir MRT,316,The Poiz Centre,99,Pei Chun Public School,FALSE
142 LOR 2 TOA PAYOH,1.33583775,103.845163,Toa Payoh MRT,603,Junction 8,3013,Kheng Cheng School,TRUE
141 POTONG PASIR AVE 3,1.334059226,103.8674551,Potong Pasir MRT,437,The Poiz Centre,351,Pei Chun Public School,FALSE
239 LOR 1 TOA PAYOH,1.340508942,103.8510407,Braddell MRT,587,Junction 8,1878,Kheng Cheng School,TRUE
135 POTONG PASIR AVE 3,1.334690587,103.8668243,Potong Pasir MRT,536,The Poiz Centre,450,Pei Chun Public School,FALSE
10 LOR 7 TOA PAYOH,1.337165276,103.8572288,Toa Payoh MRT,1732,The Poiz Centre,1995,Pei Chun Public School,TRUE
79A TOA PAYOH CTRL,1.334531295,103.8475657,Toa Payoh MRT,395,Square 2,2205,Kheng Cheng School,TRUE
10 JOO SENG RD,1.334618334,103.880165,Bartley MRT,1609,The Woodleigh Mall,1219,Maris Stella High School,TRUE
97 LOR 3 TOA PAYOH,1.338625532,103.8477693,Braddell MRT,367,Junction 8,2494,Kheng Cheng School,TRUE
138B LOR 1A TOA PAYOH,1.336264089,103.8456262,Braddell MRT,515,Junction 8,2954,Kheng Cheng School,TRUE
136 POTONG PASIR AVE 3,1.333982548,103.8665201,Potong Pasir MRT,537,The Poiz Centre,354,Pei Chun Public School,FALSE
145 POTONG PASIR AVE 2,1.332373178,103.8661652,Potong Pasir MRT,544,The Poiz Centre,266,Pei Chun Public School,FALSE
19 MARSILING LANE,1.443282043,103.7772942,Woodlands North MRT,1658,Causeway Point,1354,Marsiling Primary School,FALSE
166 WOODLANDS ST 13,1.433317738,103.7754916,Marsiling MRT,272,Causeway Point,1353,Marsiling Primary School,TRUE
206 MARSILING DR,1.445407296,103.7733698,Woodlands North MRT,1846,Causeway Point,1947,Marsiling Primary School,FALSE
218 MARSILING CRES,1.446521069,103.7733905,Woodlands North MRT,1684,Causeway Point,2029,Marsiling Primary School,FALSE
331 WOODLANDS AVE 1,1.429408797,103.7787134,Marsiling MRT,898,Causeway Point,1232,Marsiling Primary School,TRUE
160 WOODLANDS ST 13,1.433333284,103.7749216,Marsiling MRT,200,Causeway Point,1440,Marsiling Primary School,TRUE
7 MARSILING DR,1.441669065,103.7767334,Marsiling MRT,1800,Causeway Point,1315,Marsiling Primary School,TRUE
617 WOODLANDS AVE 4,1.43389741,103.7957309,Woodlands South MRT,1045,Causeway Point,1353,Admiralty Primary School,FALSE
774 WOODLANDS CRES,1.448147598,103.7991427,Admiralty MRT,1100,Causeway Point,2520,Riverside Primary School,TRUE
850 WOODLANDS ST 82,1.440949816,103.7920838,Woodlands MRT,1014,Causeway Point,1178,Evergreen Primary School,TRUE
579 WOODLANDS DR 16,1.430713193,103.7957089,Woodlands South MRT,647,Causeway Point,1534,Admiralty Primary School,FALSE
666 WOODLANDS RING RD,1.438293385,103.797399,Admiralty MRT,567,Causeway Point,1653,Admiralty Primary School,TRUE
612 WOODLANDS AVE 4,1.435081893,103.7967331,Admiralty MRT,1039,Causeway Point,1563,Admiralty Primary School,TRUE
669 WOODLANDS RING RD,1.438397594,103.7985403,Admiralty MRT,482,Causeway Point,1796,Admiralty Primary School,TRUE
758 WOODLANDS AVE 6,1.445793293,103.7954527,Admiralty MRT,1075,Causeway Point,2010,Evergreen Primary School,TRUE
802 WOODLANDS ST 81,1.440940295,103.786015,Woodlands MRT,770,Causeway Point,864,Evergreen Primary School,FALSE
406 WOODLANDS ST 41,1.429403896,103.7727281,Marsiling MRT,586,Causeway Point,1794,Marsiling Primary School,TRUE
847 WOODLANDS ST 82,1.44215341,103.7917334,Woodlands MRT,1167,Causeway Point,1332,Evergreen Primary School,TRUE
876 WOODLANDS AVE 9,1.444796301,103.7906028,Woodlands North MRT,1536,Causeway Point,1492,Evergreen Primary School,TRUE
547 WOODLANDS DR 16,1.430162312,103.7929876,Woodlands South MRT,474,Causeway Point,1382,Evergreen Primary School,FALSE
413 WOODLANDS ST 41,1.427774715,103.7727744,Marsiling MRT,791,Causeway Point,1980,Marsiling Primary School,TRUE
172 WOODLANDS ST 13,1.433988593,103.7774905,Marsiling MRT,553,Causeway Point,1148,Marsiling Primary School,TRUE
772 WOODLANDS DR 60,1.44723371,103.7981853,Admiralty MRT,1027,Causeway Point,2444,Riverside Primary School,TRUE
703 WOODLANDS DR 40,1.440956563,103.7965766,Admiralty MRT,688,Causeway Point,1684,Evergreen Primary School,TRUE
769 WOODLANDS DR 60,1.447290707,103.7989507,Admiralty MRT,1000,Causeway Point,2420,Riverside Primary School,TRUE
898A WOODLANDS DR 50,1.435372245,103.7946751,Woodlands South MRT,1195,Causeway Point,1262,Evergreen Primary School,TRUE
689B WOODLANDS DR 75,1.444469428,103.8083975,Admiralty MRT,1045,Sun Plaza,1583,Greenwood Primary School,TRUE
