Address,Lat,Long,Nearest MRT,Distance to MRT,Nearest Mall,Distance to Mall,Nearest Pri Sch,Within 1km of Pri
210A COMPASSVALE LANE,1.384800806,103.9001055,Buangkok MRT,1195,Rivervale Mall,1364,Punggol Primary School,TRUE
264E COMPASSVALE BOW,1.381659187,103.8955049,Buangkok MRT,555,Hougang Mall,1285,Punggol Primary School,TRUE
272D SENGKANG CTRL,1.383931005,103.8935644,Buangkok MRT,288,Compass One,1084,Punggol Primary School,TRUE
272B SENGKANG CTRL,1.384760342,103.8939391,Buangkok MRT,410,Compass One,998,Punggol Primary School,TRUE
271C SENGKANG CTRL,1.385012435,103.8944149,Buangkok MRT,468,Compass One,978,Punggol Primary School,TRUE
275B COMPASSVALE LINK,1.38333897,103.8945221,Buangkok MRT,366,Compass One,1217,Punggol Primary School,TRUE
273D COMPASSVALE LINK,1.38414099,103.8944433,Buangkok MRT,375,Compass One,1095,Punggol Primary School,TRUE
193 RIVERVALE DR,1.393279532,103.9019417,Sengkang MRT,1078,Rivervale Mall,435,Rivervale Primary School,TRUE
311A ANCHORVALE LANE,1.390964682,103.8840603,Sengkang MRT,1594,The Seletar Mall,1090,Springdale Primary School,TRUE
121A RIVERVALE DR,1.386690883,103.9051119,Sengkang MRT,1640,Rivervale Mall,798,Rivervale Primary School,TRUE
305A ANCHORVALE LINK,1.38840183,103.8881671,Buangkok MRT,1054,Compass One,1170,Nan Chiau Primary School,TRUE
320D ANCHORVALE DR,1.390952212,103.891816,Sengkang MRT,558,Compass One,536,Nan Chiau Primary School,TRUE
192C RIVERVALE DR,1.394636749,103.9029486,Sengkang MRT,1233,Rivervale Mall,416,Rivervale Primary School,TRUE
205C COMPASSVALE LANE,1.386090759,103.8965039,Buangkok MRT,731,Compass One,973,Punggol Primary School,TRUE
305D ANCHORVALE LINK,1.38903343,103.8872999,Buangkok MRT,1221,Compass One,1223,Nan Chiau Primary School,TRUE
304A ANCHORVALE LINK,1.387891855,103.8889223,Buangkok MRT,948,Compass One,1168,Nan Chiau Primary School,TRUE
298A COMPASSVALE ST,1.395167098,103.9017895,Sengkang MRT,1085,Rivervale Mall,663,Rivervale Primary School,TRUE
299C COMPASSVALE ST,1.396349011,103.9017779,Sengkang MRT,1190,Rivervale Mall,766,Rivervale Primary School,TRUE
290B COMPASSVALE CRES,1.397032668,103.897023,Sengkang MRT,679,Compass One,729,Compassvale Primary School,TRUE
406C FERNVALE RD,1.388679048,103.8747026,Buangkok MRT,2830,The Seletar Mall,440,Fernvale Primary School,TRUE
112 RIVERVALE WALK,1.383459766,103.9013837,Buangkok MRT,1343,Rivervale Mall,1288,Punggol Primary School,TRUE
323B SENGKANG EAST WAY,1.392095507,103.8925507,Sengkang MRT,488,Compass One,466,Nan Chiau Primary School,TRUE
435A FERNVALE RD,1.393398979,103.8762905,Sengkang MRT,2634,The Seletar Mall,281,Sengkang Green Primary School,TRUE
307B ANCHORVALE RD,1.389544653,103.8874435,Buangkok MRT,1249,Compass One,1218,Nan Chiau Primary School,TRUE
203D COMPASSVALE RD,1.387214452,103.8955253,Buangkok MRT,615,Compass One,708,Nan Chiau Primary School,TRUE
120C RIVERVALE DR,1.385262446,103.904005,Sengkang MRT,1503,Rivervale Mall,1027,Rivervale Primary School,TRUE
299B COMPASSVALE ST,1.396828596,103.9011868,Sengkang MRT,1144,Rivervale Mall,857,Compassvale Primary School,TRUE
250B COMPASSVALE ST,1.392246336,103.8997899,Sengkang MRT,679,Rivervale Mall,880,Compassvale Primary School,TRUE
119A RIVERVALE DR,1.384175305,103.9033836,Buangkok MRT,1742,Rivervale Mall,1158,Rivervale Primary School,FALSE
262B COMPASSVALE ST,1.395100053,103.8954705,Sengkang MRT,487,Compass One,537,Compassvale Primary School,TRUE
225 SERANGOON AVE 4,1.35673481,103.8701137,Serangoon MRT,1009,NEX,941,Yangzheng Primary School,TRUE
4 LOR LEW LIAN,1.350262004,103.8764851,Serangoon MRT,598,NEX,683,Yangzheng Primary School,TRUE
219 SERANGOON AVE 4,1.358358825,103.872182,Serangoon MRT,1089,NEX,1020,Yangzheng Primary School,FALSE
311 SERANGOON AVE 2,1.353762881,103.8663265,Lorong Chuan MRT,401,NEX,939,Yangzheng Primary School,TRUE
221 SERANGOON AVE 4,1.359146061,103.8718109,Serangoon MRT,1219,NEX,1151,Yangzheng Primary School,FALSE
2 LOR LEW LIAN,1.350607956,103.8756801,Serangoon MRT,474,NEX,559,Yangzheng Primary School,TRUE
101 SERANGOON NTH AVE 1,1.37103632,103.8703609,Kovan MRT,2689,Hougang 1,1534,Rosyth School,TRUE
144 SERANGOON NTH AVE 1,1.367781392,103.8730413,Kovan MRT,2258,Hougang 1,1443,Rosyth School,TRUE
109 SERANGOON NTH AVE 1,1.369433518,103.8705114,Kovan MRT,2507,Hougang 1,1675,Rosyth School,TRUE
222 SERANGOON AVE 4,1.358429525,103.871224,Serangoon MRT,1109,NEX,1040,Yangzheng Primary School,FALSE
307 SERANGOON AVE 2,1.354628177,103.8670687,Lorong Chuan MRT,555,NEX,880,Yangzheng Primary School,TRUE
401 SERANGOON AVE 1,1.346265987,103.8731998,Serangoon MRT,644,NEX,729,Yangzheng Primary School,TRUE
407 SERANGOON AVE 1,1.34718613,103.8729682,Serangoon MRT,504,NEX,589,Yangzheng Primary School,TRUE
420 SERANGOON CTRL,1.349149109,103.875117,Serangoon MRT,378,NEX,463,Yangzheng Primary School,TRUE
506 SERANGOON NTH AVE 4,1.372816319,103.8763397,Kovan MRT,2308,Hougang 1,650,Rosyth School,TRUE
542 SERANGOON NTH AVE 4,1.374091168,103.8718897,Kovan MRT,2873,Hougang 1,1052,Rosyth School,TRUE
537 SERANGOON NTH AVE 4,1.373860578,103.8730179,Kovan MRT,2744,Hougang 1,911,Rosyth School,TRUE
525 SERANGOON NTH AVE 4,1.372143204,103.872737,Kovan MRT,2592,Hougang 1,1114,Rosyth School,TRUE
299A TAMPINES ST 22,1.350005297,103.9539382,Tampines MRT,840,Tampines 1,447,Chongzheng Primary School,TRUE
403 TAMPINES ST 41,1.357511619,103.9449179,Tampines MRT,1188,Tampines Mall,806,Gongshang Primary School,TRUE
802 TAMPINES AVE 4,1.346084424,103.938034,Tampines West MRT,104,Century Square,1231,Junyuan Primary School,TRUE
410 TAMPINES ST 41,1.358777735,103.9462708,Tampines MRT,1202,Tampines Mall,860,Tampines North Primary School,TRUE
462 TAMPINES ST 44,1.359013181,103.9551111,Tampines MRT,470,Tampines 1,1085,Gongshang Primary School,TRUE
419 TAMPINES ST 41,1.357832522,103.9467269,Tampines MRT,1022,Tampines Mall,778,Gongshang Primary School,TRUE
827 TAMPINES ST 81,1.349721495,103.9337192,Tampines West MRT,882,Century Square,1379,Junyuan Primary School,TRUE
105 TAMPINES ST 11,1.348093125,103.9471776,Simei MRT,1491,Tampines Mall,839,Tampines Primary School,TRUE
211 TAMPINES ST 23,1.354022603,103.9548427,Tampines MRT,338,Tampines 1,448,Chongzheng Primary School,TRUE
287 TAMPINES ST 22,1.349174346,103.9542501,Simei MRT,1006,Tampines 1,600,Chongzheng Primary School,TRUE
467 TAMPINES ST 44,1.359968527,103.9546659,Tampines MRT,612,Tampines 1,1227,Tampines North Primary School,TRUE
826 TAMPINES ST 81,1.349339646,103.9336108,Tampines West MRT,869,Century Square,1421,Junyuan Primary School,TRUE
924 TAMPINES ST 91,1.346791006,103.940777,Tampines West MRT,420,Century Square,914,Junyuan Primary School,TRUE
261 TAMPINES ST 21,1.354303493,103.9509655,Tampines MRT,640,Tampines 1,396,Gongshang Primary School,TRUE
885 TAMPINES ST 83,1.351083881,103.9329156,Tampines West MRT,1116,Century Square,1569,Poi Ching School,TRUE
806 TAMPINES AVE 4,1.345540335,103.9368755,Tampines West MRT,233,Century Square,1406,Junyuan Primary School,TRUE
270 TAMPINES ST 21,1.34963011,103.9486352,Simei MRT,1350,Tampines 1,667,Chongzheng Primary School,TRUE
828 TAMPINES ST 81,1.348930841,103.9345881,Tampines West MRT,811,Century Square,1365,Junyuan Primary School,TRUE
810 TAMPINES AVE 4,1.346454633,103.9366114,Tampines West MRT,254,Century Square,1317,Junyuan Primary School,TRUE
236 TAMPINES ST 21,1.355905169,103.9474475,Tampines MRT,873,Tampines Mall,646,Gongshang Primary School,TRUE
458 TAMPINES ST 42,1.357980757,103.95455,Tampines MRT,392,Tampines 1,1007,Gongshang Primary School,TRUE
714 TAMPINES ST 71,1.360051901,103.9371429,Tampines West MRT,2028,Century Square,1377,Poi Ching School,TRUE
489A TAMPINES ST 45,1.361085756,103.9572248,Tampines MRT,844,White Sands,1737,White Sands Primary School,TRUE
369 TAMPINES ST 34,1.358699161,103.9602545,Tampines MRT,786,White Sands,1420,White Sands Primary School,TRUE
832 TAMPINES ST 82,1.350101715,103.9353978,Tampines West MRT,812,Century Square,1131,Junyuan Primary School,TRUE
487B TAMPINES ST 45,1.360265249,103.9583724,Tampines MRT,882,White Sands,1602,White Sands Primary School,TRUE
489B TAMPINES ST 45,1.36132334,103.9574698,Tampines MRT,925,White Sands,1674,White Sands Primary School,TRUE
870 TAMPINES ST 83,1.354364518,103.9333916,Tampines West MRT,1456,Century Square,1426,Poi Ching School,TRUE
272 TAMPINES ST 22,1.349159418,103.9502815,Simei MRT,1233,Tampines 1,559,Chongzheng Primary School,TRUE
421 TAMPINES ST 41,1.357518607,103.9475363,Tampines MRT,903,Tampines Mall,824,Gongshang Primary School,TRUE
448 TAMPINES ST 42,1.357407033,103.9509961,Tampines MRT,551,Tampines 1,817,Gongshang Primary School,TRUE
811 TAMPINES AVE 4,1.346572757,103.9373403,Tampines West MRT,226,Century Square,1235,Junyuan Primary School,TRUE
486B TAMPINES AVE 9,1.359192563,103.9567968,Tampines MRT,618,White Sands,1685,White Sands Primary School,TRUE
104 TAMPINES ST 11,1.347205767,103.9466418,Simei MRT,1465,Tampines Mall,847,Tampines Primary School,TRUE
227 TAMPINES ST 23,1.354707981,103.9550027,Tampines MRT,246,Tampines 1,555,Chongzheng Primary School,TRUE
734 TAMPINES ST 71,1.358204476,103.9343391,Tampines West MRT,1877,Century Square,1580,Poi Ching School,TRUE
498L TAMPINES ST 45,1.362409331,103.9571975,Tampines MRT,1062,White Sands,1731,White Sands Primary School,TRUE
721 TAMPINES ST 71,1.359920231,103.936352,Tampines West MRT,1909,Century Square,1481,Poi Ching School,TRUE
295 TAMPINES ST 22,1.350780469,103.9549996,Tampines MRT,823,Tampines 1,431,Chongzheng Primary School,TRUE
497B TAMPINES ST 45,1.358682997,103.9580245,Tampines MRT,694,White Sands,1485,White Sands Primary School,TRUE
497H TAMPINES ST 45,1.359915721,103.9600594,Tampines MRT,865,White Sands,1321,White Sands Primary School,TRUE
731 TAMPINES ST 71,1.3570067,103.9340993,Tampines West MRT,1748,Century Square,1462,Poi Ching School,TRUE
726 TAMPINES ST 71,1.356984393,103.9358874,Tampines West MRT,1634,Century Square,1309,Poi Ching School,TRUE
724 TAMPINES ST 71,1.356842294,103.9349512,Tampines West MRT,1680,Century Square,1356,Poi Ching School,TRUE
116 SIMEI ST 1,1.343584529,103.9511278,Simei MRT,508,Eastpoint Mall,449,Chongzheng Primary School,TRUE
732 TAMPINES ST 71,1.357558738,103.9343204,Tampines West MRT,1799,Century Square,1508,Poi Ching School,TRUE
888 TAMPINES ST 81,1.350903478,103.9310499,Tampines West MRT,1210,Century Square,1704,Poi Ching School,TRUE
246 SIMEI ST 5,1.345059223,103.9541657,Simei MRT,420,Eastpoint Mall,462,Chongzheng Primary School,TRUE
253 TAMPINES ST 21,1.353264077,103.9481148,Tampines MRT,1022,Tampines Mall,573,Gongshang Primary School,TRUE
486A TAMPINES AVE 9,1.359765735,103.9574163,Tampines MRT,739,White Sands,1564,White Sands Primary School,TRUE
491G TAMPINES ST 45,1.363611225,103.9543332,Tampines MRT,1098,White Sands,1905,Tampines North Primary School,TRUE
741 TAMPINES ST 72,1.360011777,103.9330438,Tampines West MRT,2257,Century Square,1825,Poi Ching School,TRUE
233 TAMPINES ST 21,1.356409336,103.9475287,Tampines MRT,814,Tampines Mall,697,Gongshang Primary School,TRUE
491H TAMPINES ST 45,1.362969899,103.9543918,Tampines MRT,964,White Sands,1951,Tampines North Primary School,TRUE
491B TAMPINES AVE 9,1.362271539,103.9541857,Tampines MRT,862,White Sands,1981,Tampines North Primary School,TRUE
216 TAMPINES ST 23,1.354017993,103.952704,Tampines MRT,455,Tampines 1,260,Chongzheng Primary School,TRUE
498B TAMPINES ST 45,1.361021726,103.9586014,Tampines MRT,992,White Sands,1490,White Sands Primary School,TRUE
135 SIMEI ST 1,1.348037331,103.9570461,Simei MRT,1004,Tampines 1,888,Chongzheng Primary School,TRUE
716 TAMPINES ST 71,1.359389874,103.9366328,Tampines West MRT,1873,Century Square,1388,Poi Ching School,TRUE
723 TAMPINES ST 72,1.359920572,103.9351282,Tampines West MRT,2017,Century Square,1638,Poi Ching School,TRUE
871A TAMPINES ST 84,1.354568424,103.9318848,Tampines West MRT,1646,Century Square,1645,Poi Ching School,TRUE
729 TAMPINES ST 71,1.35644099,103.934139,Tampines West MRT,1641,Century Square,1389,Poi Ching School,TRUE
889A TAMPINES ST 81,1.349415158,103.931406,Tampines West MRT,1022,Century Square,1730,Junyuan Primary School,TRUE
141 SIMEI ST 2,1.345851355,103.9550698,Simei MRT,573,Eastpoint Mall,615,Chongzheng Primary School,TRUE
518A TAMPINES CTRL 7,1.356371924,103.9383845,Tampines West MRT,1568,Century Square,921,Poi Ching School,TRUE
518B TAMPINES CTRL 7,1.356369681,103.9386691,Tampines West MRT,1574,Century Square,907,Poi Ching School,TRUE
315 TAMPINES ST 33,1.3521417,103.9574479,Tampines MRT,777,Tampines 1,722,Chongzheng Primary School,TRUE
497D TAMPINES ST 45,1.358834289,103.9590753,Tampines MRT,715,White Sands,1314,White Sands Primary School,TRUE
895A TAMPINES ST 81,1.347678953,103.9324566,Tampines West MRT,848,Century Square,1730,Junyuan Primary School,TRUE
313 TAMPINES ST 33,1.352217048,103.9568041,Tampines MRT,687,Tampines 1,633,Chongzheng Primary School,TRUE
327 TAMPINES ST 32,1.352447185,103.9582876,Tampines MRT,816,Tampines 1,940,Chongzheng Primary School,TRUE
860 TAMPINES AVE 5,1.355460347,103.9375956,Tampines West MRT,1368,Century Square,961,Poi Ching School,TRUE
856B TAMPINES ST 82,1.353110317,103.9376999,Tampines West MRT,978,Century Square,829,Poi Ching School,TRUE
55 LOR 5 TOA PAYOH,1.337359769,103.8511978,Braddell MRT,770,Junction 8,2367,Kheng Cheng School,TRUE
9 LOR 7 TOA PAYOH,1.33750482,103.8578395,Braddell MRT,1586,The Poiz Centre,2003,Pei Chun Public School,TRUE
66 LOR 4 TOA PAYOH,1.335013326,103.8517784,Toa Payoh MRT,748,Junction 8,2614,Pei Chun Public School,TRUE
163 LOR 1 TOA PAYOH,1.332060607,103.844105,Toa Payoh MRT,512,Square 2,1906,CHIJ Primary (Toa Payoh),TRUE
13 LOR 7 TOA PAYOH,1.336283329,103.859027,Potong Pasir MRT,1932,The Poiz Centre,1817,Pei Chun Public School,TRUE
108 LOR 1 TOA PAYOH,1.341552529,103.8472951,Braddell MRT,324,Junction 8,2369,Kheng Cheng School,TRUE
20 LOR 7 TOA PAYOH,1.334967209,103.8572059,Toa Payoh MRT,1476,The Poiz Centre,1828,Pei Chun Public School,TRUE
25 TOA PAYOH EAST,1.333566067,103.8569818,Toa Payoh MRT,1331,The Poiz Centre,1859,Pei Chun Public School,TRUE
119 POTONG PASIR AVE 1,1.334561497,103.862943,Potong Pasir MRT,1157,The Poiz Centre,1042,Pei Chun Public School,TRUE
203 TOA PAYOH NTH,1.342052874,103.849396,Braddell MRT,507,Junction 8,2163,Kheng Cheng School,TRUE
34 LOR 5 TOA PAYOH,1.334799733,103.8541555,Toa Payoh MRT,1036,The Poiz Centre,2188,Pei Chun Public School,TRUE
114 LOR 1 TOA PAYOH,1.340940348,103.8443059,Braddell MRT,421,Junction 8,2662,Kheng Cheng School,TRUE
232 LOR 8 TOA PAYOH,1.337571869,103.8588439,Potong Pasir MRT,2116,The Poiz Centre,2001,Pei Chun Public School,TRUE
199 TOA PAYOH NTH,1.34203351,103.8506489,Braddell MRT,651,Junction 8,2012,Kheng Cheng School,TRUE
91 LOR 3 TOA PAYOH,1.338226031,103.8485969,Braddell MRT,445,Junction 8,2364,Kheng Cheng School,TRUE
123 LOR 1 TOA PAYOH,1.338649018,103.8457038,Braddell MRT,241,Junction 8,2680,Kheng Cheng School,TRUE
53 LOR 5 TOA PAYOH,1.337804522,103.8507933,Braddell MRT,802,Junction 8,2242,Kheng Cheng School,TRUE
109 POTONG PASIR AVE 1,1.334863952,103.8674116,Potong Pasir MRT,509,The Poiz Centre,450,Pei Chun Public School,FALSE
142 POTONG PASIR AVE 3,1.333204067,103.8669926,Potong Pasir MRT,421,The Poiz Centre,237,Pei Chun Public School,FALSE
157 LOR 1 TOA PAYOH,1.332206263,103.8454529,Toa Payoh MRT,297,Square 2,1824,CHIJ Primary (Toa Payoh),TRUE
101 POTONG PASIR AVE 1,1.333157101,103.8683804,Potong Pasir MRT,296,The Poiz Centre,256,Maris Stella High School,FALSE
18 JOO SENG RD,1.336849222,103.8811415,Bartley MRT,1399,The Woodleigh Mall,1409,Maris Stella High School,TRUE
143 LOR 2 TOA PAYOH,1.335884354,103.8439913,Caldecott MRT,957,Square 2,2419,Kheng Cheng School,TRUE
81A LOR 4 TOA PAYOH,1.335658357,103.8500776,Toa Payoh MRT,726,Junction 8,2522,Kheng Cheng School,TRUE
121 LOR 2 TOA PAYOH,1.339162623,103.8462435,Braddell MRT,146,Junction 8,2585,Kheng Cheng School,TRUE
144 LOR 2 TOA PAYOH,1.335350733,103.8440271,Toa Payoh MRT,713,Square 2,2354,CHIJ Primary (Toa Payoh),TRUE
145 LOR 2 TOA PAYOH,1.335210354,103.8461629,Toa Payoh MRT,428,Square 2,2228,Kheng Cheng School,TRUE
79E TOA PAYOH CTRL,1.334727136,103.849823,Toa Payoh MRT,616,Square 2,2476,Kheng Cheng School,TRUE
79C TOA PAYOH CTRL,1.334660579,103.8485778,Toa Payoh MRT,495,Square 2,2305,Kheng Cheng School,TRUE
223 LOR 8 TOA PAYOH,1.341264797,103.8555528,Braddell MRT,1206,Junction 8,1793,Pei Chun Public School,TRUE
141 LOR 2 TOA PAYOH,1.33583762,103.8457312,Toa Payoh MRT,540,Junction 8,2950,Kheng Cheng School,TRUE
81 LOR 4 TOA PAYOH,1.335410349,103.8504235,Toa Payoh MRT,738,Junction 8,2572,Kheng Cheng School,TRUE
129 POTONG PASIR AVE 1,1.334761505,103.8655426,Potong Pasir MRT,718,The Poiz Centre,534,Pei Chun Public School,FALSE
23 MARSILING DR,1.441539758,103.7732999,Marsiling MRT,1444,Causeway Point,1727,Marsiling Primary School,TRUE
30 MARSILING DR,1.442559074,103.7724055,Marsiling MRT,1452,Causeway Point,1900,Marsiling Primary School,TRUE
1 MARSILING DR,1.440671099,103.7757399,Marsiling MRT,1474,Causeway Point,1454,Marsiling Primary School,TRUE
103 WOODLANDS ST 13,1.436621232,103.7809767,Woodlands MRT,771,Causeway Point,639,Marsiling Primary School,TRUE
201 MARSILING DR,1.442700229,103.7754365,Marsiling MRT,1700,Causeway Point,1570,Marsiling Primary School,FALSE
620 WOODLANDS DR 52,1.433425961,103.7988617,Admiralty MRT,1113,Causeway Point,1730,Greenwood Primary School,TRUE
5A MARSILING DR,1.440084796,103.7752007,Marsiling MRT,1410,Causeway Point,1447,Marsiling Primary School,TRUE
436 WOODLANDS ST 41,1.426616248,103.7748723,Marsiling MRT,922,Causeway Point,1893,Marsiling Primary School,TRUE
428 WOODLANDS ST 41,1.426982924,103.7725785,Marsiling MRT,946,Causeway Point,2083,Marsiling Primary School,TRUE
217 MARSILING CRES,1.446753684,103.7725295,Woodlands North MRT,1797,Causeway Point,2140,Marsiling Primary School,FALSE
108 WOODLANDS ST 13,1.437219087,103.7815768,Woodlands MRT,638,Causeway Point,563,Marsiling Primary School,TRUE
854 WOODLANDS ST 83,1.439792923,103.7930674,Woodlands MRT,1022,Causeway Point,1186,Evergreen Primary School,TRUE
742 WOODLANDS CIRCLE,1.443920973,103.796033,Admiralty MRT,943,Causeway Point,1897,Evergreen Primary School,TRUE
106 WOODLANDS ST 13,1.436769434,103.7822242,Woodlands MRT,621,Causeway Point,496,Marsiling Primary School,FALSE
702 WOODLANDS DR 40,1.441865182,103.7965137,Admiralty MRT,758,Causeway Point,1723,Evergreen Primary School,TRUE
421 WOODLANDS ST 41,1.427774302,103.7746217,Marsiling MRT,771,Causeway Point,1801,Marsiling Primary School,TRUE
317 WOODLANDS ST 31,1.431895935,103.7762683,Marsiling MRT,348,Causeway Point,1178,Marsiling Primary School,TRUE
577 WOODLANDS DR 16,1.430961964,103.7965447,Woodlands South MRT,766,Causeway Point,1653,Greenwood Primary School,FALSE
824 WOODLANDS ST 81,1.439232688,103.7886999,Woodlands MRT,598,Causeway Point,763,Evergreen Primary School,TRUE
628A WOODLANDS RING RD,1.434974774,103.8008507,Admiralty MRT,755,Causeway Point,2126,Greenwood Primary School,TRUE
668 WOODLANDS RING RD,1.439024834,103.7983081,Admiralty MRT,443,Causeway Point,1752,Admiralty Primary School,TRUE
110 WOODLANDS ST 13,1.4375976,103.7815756,Woodlands MRT,636,Causeway Point,561,Marsiling Primary School,TRUE
408 WOODLANDS ST 41,1.428852532,103.7723692,Marsiling MRT,644,Causeway Point,1852,Marsiling Primary School,TRUE
554 WOODLANDS DR 53,1.432104164,103.7964908,Woodlands South MRT,810,Causeway Point,1575,Admiralty Primary School,FALSE
684C WOODLANDS DR 62,1.441401719,103.8039982,Admiralty MRT,472,Sun Plaza,2162,Greenwood Primary School,TRUE
633 WOODLANDS RING RD,1.43558818,103.8023676,Admiralty MRT,679,Causeway Point,2318,Greenwood Primary School,TRUE
644 WOODLANDS RING RD,1.436909085,103.8015994,Admiralty MRT,502,Causeway Point,2262,Greenwood Primary School,TRUE
667 WOODLANDS RING RD,1.438645519,103.7979184,Admiralty MRT,536,Causeway Point,1699,Admiralty Primary School,TRUE
540 WOODLANDS DR 16,1.428236646,103.7926869,Woodlands South MRT,164,Causeway Point,1465,Evergreen Primary School,FALSE
588 WOODLANDS DR 16,1.427666799,103.794644,Woodlands South MRT,270,Causeway Point,1738,Greenwood Primary School,FALSE
711 WOODLANDS DR 70,1.441222966,103.7973784,Admiralty MRT,671,Causeway Point,1805,Admiralty Primary School,TRUE
162 WOODLANDS ST 13,1.433028868,103.7731341,Marsiling MRT,188,Causeway Point,1630,Marsiling Primary School,TRUE
707 WOODLANDS DR 40,1.44061702,103.7966466,Admiralty MRT,642,Causeway Point,1622,Admiralty Primary School,TRUE
734 WOODLANDS CIRCLE,1.443892018,103.7979498,Admiralty MRT,733,Causeway Point,1962,Admiralty Primary School,TRUE
604 WOODLANDS DR 42,1.437135296,103.7963721,Admiralty MRT,784,Causeway Point,1555,Admiralty Primary School,TRUE
716 WOODLANDS DR 70,1.44150835,103.7997788,Admiralty MRT,306,Causeway Point,2013,Admiralty Primary School,TRUE
894D WOODLANDS DR 50,1.4356383,103.7894593,Woodlands MRT,624,Causeway Point,641,Evergreen Primary School,FALSE
